musicshow	id_artist	date	musicname	id_musicvideo
musicbank	208	2017-03-17	Knock Knock	1949
inkigayo	208	2017-03-19	Knock Knock	1949
theshow	80	2017-03-21	Never Ever	2219
showchampion	80	2017-03-22	Never Ever	2219
countdown	80	2017-03-23	Never Ever	2219
musicbank	80	2017-03-24	Never Ever	2219
inkigayo	546	2017-03-26	Anymore	5340
theshow	86	2017-03-28	Plz Don't be Sad	1999
showchampion	86	2017-03-29	Plz Don't be Sad	1999
countdown	86	2017-03-30	Plz Don't be Sad	1999
musicbank	86	2017-03-31	Plz Don't be Sad	1999
inkigayo	86	2017-04-02	Plz Don't be Sad	1999
theshow	77	2017-04-04	I'll be yours	1977
showchampion	77	2017-04-05	I'll be yours	1977
musicbank	86	2017-04-07	Plz Don't be Sad	1999
inkigayo	98	2017-04-09	Through the Night	1976
theshow	76	2017-04-11	Fingertip	1967
showchampion	98	2017-04-12	Through the Night	1976
countdown	217	2017-04-13	Really Really	2003
musicbank	86	2017-04-14	Plz Don't be Sad	1999
inkigayo	217	2017-04-16	Really Really	2003
theshow	255	2017-04-18	The Spring	2143
showchampion	255	2017-04-19	The Spring	2143
countdown	217	2017-04-20	Really Really	2003
musicbank	202	2017-04-21	Love Is	12494
musiccore	217	2017-04-22	Really Really	2003
inkigayo	217	2017-04-23	Really Really	2003
theshow	60	2017-04-25	Night Rather Than Day	2015
showchampion	60	2017-04-26	Night Rather Than Day	2015
countdown	98	2017-04-27	Palette	2072
musicbank	125	2017-04-28	Hwi Hwi	2032
musiccore	98	2017-04-29	Palette	2072
inkigayo	98	2017-04-30	Palette	2072
theshow	60	2017-05-02	Night Rather Than Day	2015
countdown	98	2017-05-04	Palette	2072
musicbank	98	2017-05-05	Palette	2072
musiccore	98	2017-05-06	Palette	2072
inkigayo	98	2017-05-07	Palette	2072
countdown	92	2017-05-11	Tomboy	8185
musicbank	266	2017-05-12	Be Well	3253
musiccore	266	2017-05-13	Be Well	3253
inkigayo	98	2017-05-14	Palette	2072
theshow	134	2017-05-16	Now, We	4820
showchampion	98	2017-05-17	Palette	2072
countdown	158	2017-05-18	I Luv it	2097
musicbank	98	2017-05-19	Palette	2072
musiccore	266	2017-05-20	Be Well	3253
inkigayo	158	2017-05-21	I Luv it	2097
theshow	215	2017-05-23	Shangri-La	7492
showchampion	208	2017-05-24	Signal	2099
countdown	208	2017-05-25	Signal	2099
musicbank	208	2017-05-26	Signal	2099
musiccore	208	2017-05-27	Signal	2099
inkigayo	208	2017-05-28	Signal	2099
theshow	171	2017-05-30	Don't wanna cry	2107
showchampion	208	2017-05-31	Signal	2099
countdown	208	2017-06-01	Signal	2099
musicbank	171	2017-06-02	Don't wanna cry	2107
musiccore	208	2017-06-03	Signal	2099
inkigayo	208	2017-06-04	Signal	2099
showchampion	171	2017-06-07	Don't wanna cry	2107
countdown	86	2017-06-08	Calling You	8217
musicbank	208	2017-06-09	Signal	2099
musiccore	86	2017-06-10	Calling You	8217
inkigayo	208	2017-06-11	Signal	2099
theshow	171	2017-06-13	Don't wanna cry	2107
showchampion	171	2017-06-14	Don't wanna cry	2107
countdown	171	2017-06-15	Don't wanna cry	2107
musicbank	208	2017-06-16	Signal	2099
musiccore	68	2017-06-17	무제(無題) (Untitled, 2014)	2120
inkigayo	68	2017-06-18	무제(無題) (Untitled, 2014)	2120
theshow	193	2017-06-20	What's my name?	2123
showchampion	68	2017-06-21	무제(無題) (Untitled, 2014)	2120
countdown	148	2017-06-22	Cherry Bomb	2122
musicbank	417	2017-06-23	A Daily Song	3715
musiccore	68	2017-06-24	무제(無題) (Untitled, 2014)	2120
inkigayo	68	2017-06-25	무제(無題) (Untitled, 2014)	2120
theshow	138	2017-06-27	Yes I Am	2130
showchampion	138	2017-06-28	Yes I Am	2130
countdown	138	2017-06-29	Yes I Am	2130
musicbank	68	2017-06-30	무제(無題) (Untitled, 2014)	2120
musiccore	138	2017-07-01	Yes I Am	2130
inkigayo	31	2017-07-02	As if it's your last	2129
theshow	18	2017-07-04	FIVE	9791
showchampion	18	2017-07-05	FIVE	9791
countdown	138	2017-07-06	Yes I Am	2130
musicbank	138	2017-07-07	Yes I Am	2130
musiccore	18	2017-07-08	FIVE	9791
inkigayo	31	2017-07-09	As if it's your last	2129
theshow	18	2017-07-11	FIVE	9791
showchampion	18	2017-07-12	FIVE	9791
countdown	138	2017-07-13	Yes I Am	2130
musicbank	231	2017-07-14	You, Clouds, Rain	9785
musiccore	18	2017-07-15	FIVE	9791
inkigayo	31	2017-07-16	As if it's your last	2129
showchampion	165	2017-07-19	Red Flavor	2151
countdown	165	2017-07-20	Red Flavor	2151
musicbank	165	2017-07-21	Red Flavor	2151
musiccore	165	2017-07-22	Red Flavor	2151
inkigayo	165	2017-07-23	Red Flavor	2151
showchampion	61	2017-07-26	Ko Ko Bop	2194
countdown	61	2017-07-27	Ko Ko Bop	2194
musicbank	61	2017-07-28	Ko Ko Bop	2194
inkigayo	61	2017-07-30	Ko Ko Bop	2194
showchampion	61	2017-08-02	Ko Ko Bop	2194
countdown	61	2017-08-03	Ko Ko Bop	2194
musicbank	61	2017-08-04	Ko Ko Bop	2194
musiccore	61	2017-08-05	Ko Ko Bop	2194
inkigayo	61	2017-08-06	Ko Ko Bop	2194
theshow	76	2017-08-08	Love Whisper	2224
showchampion	76	2017-08-09	Love Whisper	2224
countdown	61	2017-08-10	Ko Ko Bop	2194
musicbank	76	2017-08-11	Love Whisper	2224
musiccore	61	2017-08-12	Ko Ko Bop	2194
inkigayo	76	2017-08-13	Love Whisper	2224
showchampion	265	2017-08-16	Energetic	2248
countdown	265	2017-08-17	Energetic	2248
musicbank	265	2017-08-18	Energetic	2248
musiccore	265	2017-08-19	Energetic	2248
inkigayo	265	2017-08-20	Energetic	2248
theshow	265	2017-08-22	Energetic	2248
showchampion	265	2017-08-23	Energetic	2248
countdown	265	2017-08-24	Energetic	2248
musicbank	265	2017-08-25	Energetic	2248
musiccore	265	2017-08-26	Energetic	2248
inkigayo	265	2017-08-27	Energetic	2248
theshow	265	2017-08-29	Energetic	2248
showchampion	265	2017-08-30	Energetic	2248
countdown	265	2017-08-31	Energetic	2248
musicbank	438	2017-09-01	Like it	3810
musiccore	265	2017-09-02	Energetic	2248
inkigayo	268	2017-09-03	Gashina	2270
showchampion	268	2017-09-06	Gashina	2270
countdown	268	2017-09-07	Gashina	2270
musicbank	438	2017-09-08	Like it	3810
inkigayo	268	2017-09-10	Gashina	2270
showchampion	61	2017-09-13	Power	2282
countdown	61	2017-09-14	Power	2282
musicbank	61	2017-09-15	Power	2282
inkigayo	61	2017-09-17	Power	2282
theshow	76	2017-09-19	Summer Rain	2290
countdown	76	2017-09-21	Summer Rain	2290
musicbank	61	2017-09-22	Power	2282
inkigayo	268	2017-09-24	Gashina	2270
theshow	40	2017-09-26	DNA	2296
showchampion	40	2017-09-27	DNA	2296
countdown	40	2017-09-28	DNA	2296
musicbank	40	2017-09-29	DNA	2296
inkigayo	40	2017-10-01	DNA	2296
countdown	40	2017-10-05	DNA	2296
musicbank	40	2017-10-06	DNA	2296
inkigayo	40	2017-10-08	DNA	2296
musicbank	40	2017-10-13	DNA	2296
inkigayo	40	2017-10-15	DNA	2296
theshow	291	2017-10-17	Some	2519
countdown	302	2017-10-19	Where you At	2925
musicbank	302	2017-10-20	Where you At	2925
inkigayo	291	2017-10-22	Some	2519
theshow	86	2017-10-24	Can Be Better	2308
showchampion	38	2017-10-25	Missing You	2627
countdown	38	2017-10-26	Missing You	2627
musicbank	38	2017-10-27	Missing You	2627
inkigayo	38	2017-10-29	Missing You	2627
showchampion	38	2017-11-01	Missing You	2627
countdown	38	2017-11-02	Missing You	2627
musicbank	57	2017-11-03	Love Story	8562
inkigayo	38	2017-11-05	Missing You	2627
showchampion	208	2017-11-08	Likey	2322
countdown	208	2017-11-09	Likey	2322
musicbank	208	2017-11-10	Likey	2322
inkigayo	208	2017-11-12	Likey	2322
theshow	143	2017-11-14	Dramarama	2338
showchampion	171	2017-11-15	Clap	2336
countdown	208	2017-11-16	Likey	2322
musicbank	171	2017-11-17	Clap	2336
inkigayo	208	2017-11-19	Likey	2322
theshow	60	2017-11-21	DDD	2339
showchampion	265	2017-11-22	Beautiful	2951
countdown	265	2017-11-23	Beautiful	2951
musicbank	265	2017-11-24	Beautiful	2951
musiccore	265	2017-11-25	Beautiful	2951
inkigayo	208	2017-11-26	Likey	2322
theshow	134	2017-11-28	Twinkle	8862
musicbank	265	2017-12-01	Beautiful	2951
musiccore	265	2017-12-02	Beautiful	2951
inkigayo	444	2017-12-03	Yes	3833
musicbank	444	2017-12-08	Yes	3833
musiccore	265	2017-12-09	Beautiful	2951
inkigayo	165	2017-12-10	Peek-A-Boo	2344
musicbank	378	2017-12-15	Emptiness in memory	3314
musiccore	265	2017-12-16	Beautiful	2951
inkigayo	226	2017-12-17	Snow	2373
countdown	208	2017-12-21	Heart Shaker	2371
musicbank	208	2017-12-22	Heart Shaker	2371
musiccore	208	2017-12-23	Heart Shaker	2371
inkigayo	208	2017-12-24	Heart Shaker	2371
countdown	208	2017-12-28	Heart Shaker	2371
musicbank	208	2017-12-29	Heart Shaker	2371
inkigayo	208	2017-12-31	Heart Shaker	2371
musicbank	61	2018-01-05	Universe	2389
musiccore	61	2018-01-06	Universe	2389
inkigayo	208	2018-01-07	Heart Shaker	2371
countdown	267	2018-01-11	BBoom BBoom	2395
musicbank	61	2018-01-12	Universe	2389
musiccore	208	2018-01-13	Heart Shaker	2371
inkigayo	165	2018-01-14	Peek-A-Boo	2344
showchampion	96	2018-01-17	Tell Me	2400
countdown	96	2018-01-18	Tell Me	2400
musicbank	96	2018-01-19	Tell Me	2400
musiccore	96	2018-01-20	Tell Me	2400
inkigayo	96	2018-01-21	Tell Me	2400
theshow	152	2018-01-23	Secret Garden	2437
showchampion	152	2018-01-24	Secret Garden	2437
countdown	268	2018-01-25	Heroine	2406
musicbank	274	2018-01-26	My Flower	2407
musiccore	268	2018-01-27	Heroine	2406
inkigayo	268	2018-01-28	Heroine	2406
showchampion	267	2018-01-31	BBoom BBoom	2395
countdown	95	2018-02-01	Love Scenario	2412
musicbank	109	2018-02-02	Shinin'	2411
musiccore	109	2018-02-03	Shinin'	2411
inkigayo	268	2018-02-04	Heroine	2406
theshow	267	2018-02-06	BBoom BBoom	2395
showchampion	165	2018-02-07	Bad Boy	2414
countdown	165	2018-02-08	Bad Boy	2414
musicbank	165	2018-02-09	Bad Boy	2414
inkigayo	165	2018-02-11	Bad Boy	2414
showchampion	171	2018-02-14	Thanks	2420
countdown	165	2018-02-15	Bad Boy	2414
musicbank	171	2018-02-16	Home	3925
inkigayo	95	2018-02-18	Love Scenario	2412
countdown	267	2018-02-22	BBoom BBoom	2395
musicbank	267	2018-02-23	BBoom BBoom	2395
musiccore	95	2018-02-24	Love Scenario	2412
inkigayo	95	2018-02-25	Love Scenario	2412
theshow	409	2018-02-27	Where I am gone	3683
countdown	95	2018-03-01	Love Scenario	2412
musicbank	95	2018-03-02	Love Scenario	2412
musiccore	95	2018-03-03	Love Scenario	2412
inkigayo	95	2018-03-04	Love Scenario	2412
theshow	260	2018-03-06	True Love	7063
showchampion	95	2018-03-07	Love Scenario	2412
countdown	95	2018-03-08	Love Scenario	2412
musicbank	260	2018-03-09	True Love	7063
musiccore	95	2018-03-10	Love Scenario	2412
inkigayo	267	2018-03-11	BBoom BBoom	2395
theshow	138	2018-03-13	Starry Night	2514
showchampion	138	2018-03-14	Starry Night	2514
countdown	138	2018-03-15	Starry Night	2514
musicbank	138	2018-03-16	Starry Night	2514
musiccore	265	2018-03-17	Boomerang	2458
inkigayo	138	2018-03-18	Starry Night	2514
theshow	138	2018-03-20	Starry Night	2514
showchampion	265	2018-03-21	Boomerang	2458
countdown	138	2018-03-22	Starry Night	2514
musicbank	80	2018-03-23	Look	2453
inkigayo	138	2018-03-25	Starry Night	2514
theshow	148	2018-03-27	Touch	2449
showchampion	265	2018-03-28	Boomerang	2458
countdown	265	2018-03-29	Boomerang	2458
musicbank	265	2018-03-30	Boomerang	2458
musiccore	265	2018-03-31	Boomerang	2458
inkigayo	138	2018-04-01	Starry Night	2514
theshow	265	2018-04-03	Boomerang	2458
showchampion	265	2018-04-04	Boomerang	2458
countdown	265	2018-04-05	Boomerang	2458
musicbank	265	2018-04-06	Boomerang	2458
musiccore	265	2018-04-07	Boomerang	2458
inkigayo	267	2018-04-08	BBoom BBoom	2395
theshow	60	2018-04-10	Lady	2479
countdown	217	2018-04-12	Everyday	2474
musicbank	265	2018-04-13	Boomerang	2458
musiccore	217	2018-04-14	Everyday	2474
inkigayo	217	2018-04-15	Everyday	2474
theshow	143	2018-04-17	Jealousy	2465
showchampion	208	2018-04-18	What is Love?	2480
countdown	208	2018-04-19	What is Love?	2480
musicbank	208	2018-04-20	What is Love?	2480
musiccore	208	2018-04-21	What is Love?	2480
inkigayo	208	2018-04-22	What is Love?	2480
theshow	215	2018-04-24	Scentist	2490
showchampion	208	2018-04-25	What is Love?	2480
countdown	208	2018-04-26	What is Love?	2480
musicbank	208	2018-04-27	What is Love?	2480
musiccore	208	2018-04-28	What is Love?	2480
inkigayo	208	2018-04-29	What is Love?	2480
theshow	134	2018-05-01	That day	2494
showchampion	208	2018-05-02	What is Love?	2480
countdown	217	2018-05-03	Everyday	2474
musicbank	417	2018-05-04	The Only Star	3716
inkigayo	208	2018-05-06	What is Love?	2480
theshow	76	2018-05-08	Time for the Moon Night	2527
showchampion	76	2018-05-09	Time for the Moon Night	2527
countdown	76	2018-05-10	Time for the Moon Night	2527
musicbank	76	2018-05-11	Time for the Moon Night	2527
musiccore	76	2018-05-12	Time for the Moon Night	2527
inkigayo	76	2018-05-13	Time for the Moon Night	2527
showchampion	76	2018-05-16	Time for the Moon Night	2527
musicbank	76	2018-05-18	Time for the Moon Night	2527
musiccore	76	2018-05-19	Time for the Moon Night	2527
inkigayo	76	2018-05-20	Time for the Moon Night	2527
theshow	292	2018-05-22	Latata	2526
countdown	292	2018-05-24	Latata	2526
musicbank	40	2018-05-25	Fake Love	2532
musiccore	40	2018-05-26	Fake Love	2532
inkigayo	40	2018-05-27	Fake Love	2532
theshow	292	2018-05-29	Latata	2526
showchampion	40	2018-05-30	Fake Love	2532
countdown	40	2018-05-31	Fake Love	2532
musicbank	40	2018-06-01	Fake Love	2532
musiccore	40	2018-06-02	Fake Love	2532
inkigayo	40	2018-06-03	Fake Love	2532
theshow	172	2018-06-05	I Want You	2580
countdown	40	2018-06-07	Fake Love	2532
musicbank	40	2018-06-08	Fake Love	2532
musiccore	40	2018-06-09	Fake Love	2532
inkigayo	40	2018-06-10	Fake Love	2532
theshow	265	2018-06-12	Light	2578
showchampion	265	2018-06-13	Light	2578
countdown	265	2018-06-14	Light	2578
musicbank	265	2018-06-15	Light	2578
musiccore	265	2018-06-16	Light	2578
inkigayo	291	2018-06-17	Travel	2551
showchampion	265	2018-06-20	Light	2578
countdown	172	2018-06-21	I Want You	2580
musicbank	265	2018-06-22	Light	2578
musiccore	31	2018-06-23	Ddu-du Ddu-du	2582
inkigayo	31	2018-06-24	Ddu-du Ddu-du	2582
theshow	541	2018-06-26	Sunset	5276
showchampion	38	2018-06-27	Only one for me	2629
countdown	31	2018-06-28	Ddu-du Ddu-du	2582
musicbank	31	2018-06-29	Ddu-du Ddu-du	2582
musiccore	31	2018-06-30	Ddu-du Ddu-du	2582
inkigayo	31	2018-07-01	Ddu-du Ddu-du	2582
theshow	38	2018-07-03	Only one for me	2629
countdown	31	2018-07-05	Ddu-du Ddu-du	2582
musicbank	302	2018-07-06	Dejavu	2608
musiccore	31	2018-07-07	Ddu-du Ddu-du	2582
inkigayo	31	2018-07-08	Ddu-du Ddu-du	2582
theshow	18	2018-07-10	I'm so sick	2664
showchampion	18	2018-07-11	I'm so sick	2664
countdown	31	2018-07-12	Ddu-du Ddu-du	2582
musicbank	18	2018-07-13	I'm so sick	2664
musiccore	31	2018-07-14	Ddu-du Ddu-du	2582
inkigayo	18	2018-07-15	I'm so sick	2664
theshow	18	2018-07-17	I'm so sick	2664
showchampion	208	2018-07-18	Dance the Night Away	2700
countdown	208	2018-07-19	Dance the Night Away	2700
musicbank	208	2018-07-20	Dance the Night Away	2700
musiccore	208	2018-07-21	Dance the Night Away	2700
inkigayo	208	2018-07-22	Dance the Night Away	2700
theshow	138	2018-07-24	Egotistic	2711
showchampion	171	2018-07-25	Oh My!	2712
countdown	171	2018-07-26	Oh My!	2712
musicbank	171	2018-07-27	Oh My!	2712
inkigayo	208	2018-07-29	Dance the Night Away	2700
countdown	138	2018-08-02	Egotistic	2711
musicbank	208	2018-08-03	Dance the Night Away	2700
musiccore	208	2018-08-04	Dance the Night Away	2700
inkigayo	208	2018-08-05	Dance the Night Away	2700
theshow	419	2018-08-07	Touch & Sketch	3726
countdown	95	2018-08-09	Killing me	2795
musicbank	422	2018-08-10	Way back home	5175
musiccore	208	2018-08-11	Dance the Night Away	2700
inkigayo	225	2018-08-12	SoulMate	2750
theshow	55	2018-08-14	WooWoo	2858
showchampion	165	2018-08-15	Power Up	2805
musicbank	165	2018-08-17	Power Up	2805
musiccore	165	2018-08-18	Power Up	2805
inkigayo	165	2018-08-19	Power Up	2805
theshow	165	2018-08-21	Power Up	2805
showchampion	165	2018-08-22	Power Up	2805
countdown	165	2018-08-23	Power Up	2805
musicbank	165	2018-08-24	Power Up	2805
inkigayo	165	2018-08-26	Power Up	2805
showchampion	292	2018-08-29	Hann	2883
countdown	165	2018-08-30	Power Up	2805
musicbank	40	2018-08-31	Idol	2908
inkigayo	40	2018-09-02	Idol	2908
theshow	292	2018-09-04	Hann	2883
showchampion	40	2018-09-05	Idol	2908
countdown	292	2018-09-06	Hann	2883
musicbank	40	2018-09-07	Idol	2908
inkigayo	40	2018-09-09	Idol	2908
theshow	408	2018-09-11	If only you are fine	3680
showchampion	40	2018-09-12	Idol	2908
countdown	268	2018-09-13	Siren	2924
musicbank	40	2018-09-14	Idol	2908
inkigayo	40	2018-09-16	Idol	2908
theshow	152	2018-09-18	Remember Me	2959
showchampion	268	2018-09-19	Siren	2924
countdown	268	2018-09-20	Siren	2924
musicbank	268	2018-09-21	Siren	2924
musiccore	268	2018-09-22	Siren	2924
inkigayo	268	2018-09-23	Siren	2924
countdown	80	2018-09-27	Lullaby	2967
musicbank	80	2018-09-28	Lullaby	2967
musiccore	80	2018-09-29	Lullaby	2967
inkigayo	80	2018-09-30	Lullaby	2967
theshow	218	2018-10-02	Save me, Save you	2972
showchampion	80	2018-10-03	Lullaby	2967
countdown	80	2018-10-04	Lullaby	2967
musicbank	80	2018-10-05	Lullaby	2967
musiccore	132	2018-10-06	There has never been a day I haven't loved you	6563
inkigayo	132	2018-10-07	There has never been a day I haven't loved you	6563
theshow	178	2018-10-09	All Night	2996
showchampion	95	2018-10-10	Goodbye Road	2992
countdown	95	2018-10-11	Goodbye Road	2992
musicbank	95	2018-10-12	Goodbye Road	2992
musiccore	95	2018-10-13	Goodbye Road	2992
inkigayo	95	2018-10-14	Goodbye Road	2992
theshow	148	2018-10-16	Regular	3010
showchampion	95	2018-10-17	Goodbye Road	2992
countdown	95	2018-10-18	Goodbye Road	2992
musicbank	98	2018-10-19	BbiBbi	3002
musiccore	98	2018-10-20	BbiBbi	3002
inkigayo	98	2018-10-21	BbiBbi	3002
theshow	148	2018-10-23	Regular	3010
countdown	148	2018-10-25	Regular	3010
musicbank	148	2018-10-26	Regular	3010
musiccore	98	2018-10-27	BbiBbi	3002
inkigayo	98	2018-10-28	BbiBbi	3002
theshow	143	2018-10-30	Shoot Out	3040
showchampion	143	2018-10-31	Shoot Out	3040
countdown	143	2018-11-01	Shoot Out	3040
musicbank	143	2018-11-02	Shoot Out	3040
musiccore	98	2018-11-03	BbiBbi	3002
inkigayo	98	2018-11-04	BbiBbi	3002
countdown	337	2018-11-08	La Vie en Rose	3063
musicbank	61	2018-11-09	Tempo	3095
inkigayo	406	2018-11-11	Me After You	3657
theshow	337	2018-11-13	La Vie en Rose	3063
showchampion	208	2018-11-14	Yes or Yes	3137
countdown	208	2018-11-15	Yes or Yes	3137
musicbank	61	2018-11-16	Tempo	3095
inkigayo	208	2018-11-18	Yes or Yes	3137
theshow	337	2018-11-20	La Vie en Rose	3063
showchampion	208	2018-11-21	Yes or Yes	3137
musicbank	38	2018-11-23	Beautiful Pain	3216
inkigayo	366	2018-11-25	Solo	3215
theshow	265	2018-11-27	Spring Breeze	3262
showchampion	265	2018-11-28	Spring Breeze	3262
countdown	265	2018-11-29	Spring Breeze	3262
musicbank	265	2018-11-30	Spring Breeze	3262
musiccore	265	2018-12-01	Spring Breeze	3262
inkigayo	366	2018-12-02	Solo	3215
theshow	265	2018-12-04	Spring Breeze	3262
showchampion	265	2018-12-05	Spring Breeze	3262
countdown	379	2018-12-06	Fiancé	3336
musicbank	302	2018-12-07	Help Me	3329
musiccore	379	2018-12-08	Fiancé	3336
inkigayo	379	2018-12-09	Fiancé	3336
showchampion	379	2018-12-12	Fiancé	3336
musicbank	80	2018-12-14	Miracle	3511
musiccore	379	2018-12-15	Fiancé	3336
inkigayo	366	2018-12-16	Solo	3215
showchampion	379	2018-12-19	Fiancé	3336
musicbank	61	2018-12-21	Love Shot	3605
musiccore	61	2018-12-22	Love Shot	3605
inkigayo	403	2018-12-23	180 Degree	3639
countdown	217	2018-12-27	Millions	3631
musicbank	61	2018-12-28	Love Shot	3605
inkigayo	217	2018-12-30	Millions	3631
countdown	217	2019-01-03	Millions	3631
musicbank	61	2019-01-04	Tempo	3095
musiccore	217	2019-01-05	Millions	3631
inkigayo	217	2019-01-06	Millions	3631
showchampion	312	2019-01-09	Gotta Go	3847
countdown	312	2019-01-10	Gotta Go	3847
musicbank	217	2019-01-11	Millions	3631
musiccore	312	2019-01-12	Gotta Go	3847
inkigayo	312	2019-01-13	Gotta Go	3847
showchampion	18	2019-01-16	응응	3887
countdown	18	2019-01-17	응응	3887
musicbank	312	2019-01-18	Gotta Go	3847
musiccore	312	2019-01-19	Gotta Go	3847
inkigayo	18	2019-01-20	응응	3887
theshow	76	2019-01-22	Sunrise	3900
showchampion	76	2019-01-23	Sunrise	3900
countdown	76	2019-01-24	Sunrise	3900
musicbank	76	2019-01-25	Sunrise	3900
musiccore	76	2019-01-26	Sunrise	3900
inkigayo	76	2019-01-27	Sunrise	3900
theshow	20	2019-01-29	All Night	3914
showchampion	171	2019-01-30	Home	3925
countdown	171	2019-01-31	Home	3925
musicbank	171	2019-02-01	Home	3925
musiccore	171	2019-02-02	Home	3925
inkigayo	171	2019-02-03	Home	3925
countdown	171	2019-02-07	Home	3925
musicbank	171	2019-02-08	Home	3925
inkigayo	489	2019-02-10	Fire up	4351
theshow	45	2019-02-12	No	3951
showchampion	171	2019-02-13	Home	3925
countdown	171	2019-02-14	Home	3925
musicbank	171	2019-02-15	Home	3925
musiccore	312	2019-02-16	Gotta Go	3847
inkigayo	489	2019-02-17	Fire up	4351
theshow	45	2019-02-19	No	3951
showchampion	198	2019-02-20	Want	3975
countdown	460	2019-02-21	Dalla dalla	3976
musicbank	198	2019-02-22	Want	3975
musiccore	460	2019-02-23	Dalla dalla	3976
inkigayo	460	2019-02-24	Dalla dalla	3976
theshow	143	2019-02-26	Alligator	4095
showchampion	143	2019-02-27	Alligator	4095
countdown	143	2019-02-28	Alligator	4095
musicbank	143	2019-03-01	Alligator	4095
musiccore	287	2019-03-02	Twit	3982
inkigayo	460	2019-03-03	Dalla dalla	3976
theshow	341	2019-03-05	Rooftop	3852
showchampion	292	2019-03-06	Senorita	4096
countdown	460	2019-03-07	Dalla dalla	3976
musicbank	460	2019-03-08	Dalla dalla	3976
musiccore	460	2019-03-09	Dalla dalla	3976
inkigayo	460	2019-03-10	Dalla dalla	3976
theshow	465	2019-03-12	Crown	4030
showchampion	461	2019-03-13	Bird	4010
countdown	465	2019-03-14	Crown	4030
musicbank	460	2019-03-15	Dalla dalla	3976
musiccore	287	2019-03-16	Twit	3982
inkigayo	341	2019-03-17	Rooftop	3852
theshow	138	2019-03-19	Gogobebe	4039
showchampion	465	2019-03-20	Crown	4030
countdown	138	2019-03-21	Gogobebe	4039
musicbank	57	2019-03-22	Lovedrunk	4033
inkigayo	57	2019-03-24	Lovedrunk	4033
theshow	267	2019-03-26	I'm so hot	4053
showchampion	138	2019-03-27	Gogobebe	4039
countdown	138	2019-03-28	Gogobebe	4039
musicbank	138	2019-03-29	Gogobebe	4039
musiccore	138	2019-03-30	Gogobebe	4039
inkigayo	138	2019-03-31	Gogobebe	4039
theshow	267	2019-04-02	I'm so hot	4053
showchampion	267	2019-04-03	I'm so hot	4053
countdown	288	2019-04-04	Miroh	4068
musicbank	476	2019-04-05	L.O.V.E	4128
musiccore	200	2019-04-06	Four Seasons	4057
inkigayo	200	2019-04-07	Four Seasons	4057
theshow	337	2019-04-09	Violeta	4112
showchampion	337	2019-04-10	Violeta	4112
countdown	337	2019-04-11	Violeta	4112
musicbank	337	2019-04-12	Violeta	4112
musiccore	41	2019-04-13	Beautiful Goodbye	4111
inkigayo	41	2019-04-14	Beautiful Goodbye	4111
theshow	337	2019-04-16	Violeta	4112
showchampion	337	2019-04-17	Violeta	4112
countdown	337	2019-04-18	Violeta	4112
musicbank	40	2019-04-19	Boy with luv	4153
musiccore	40	2019-04-20	Boy with luv	4153
inkigayo	31	2019-04-21	Kill this Love	4127
theshow	190	2019-04-23	Danger	4157
showchampion	40	2019-04-24	Boy with luv	4153
countdown	40	2019-04-25	Boy with luv	4153
musicbank	40	2019-04-26	Boy with luv	4153
musiccore	40	2019-04-27	Boy with luv	4153
inkigayo	40	2019-04-28	Boy with luv	4153
showchampion	208	2019-05-01	Fancy	4173
countdown	208	2019-05-02	Fancy	4173
musicbank	40	2019-05-03	Boy with luv	4153
inkigayo	208	2019-05-05	Fancy	4173
theshow	283	2019-05-07	Bloom Bloom	4412
showchampion	151	2019-05-08	Bet Bet	4223
countdown	151	2019-05-09	Bet Bet	4223
musicbank	151	2019-05-10	Bet Bet	4223
musiccore	40	2019-05-11	Boy with luv	4153
inkigayo	40	2019-05-12	Boy with luv	4153
theshow	152	2019-05-14	The Fifth Season	4258
showchampion	152	2019-05-15	The Fifth Season	4258
countdown	152	2019-05-16	The Fifth Season	4258
musicbank	40	2019-05-17	Boy with luv	4153
musiccore	40	2019-05-18	Boy with luv	4153
inkigayo	40	2019-05-19	Boy with luv	4153
showchampion	151	2019-05-22	Bet Bet	4223
countdown	217	2019-05-23	Ah yeah	4272
musicbank	40	2019-05-24	Boy with luv	4153
musiccore	40	2019-05-25	Boy with luv	4153
inkigayo	31	2019-05-26	Kill this Love	4127
theshow	490	2019-05-28	Begin Again	4358
showchampion	490	2019-05-29	Begin Again	4358
countdown	80	2019-05-30	Eclipse	4308
musicbank	80	2019-05-31	Eclipse	4308
musiccore	40	2019-06-01	Boy with luv	4153
inkigayo	80	2019-06-02	Eclipse	4308
theshow	487	2019-06-04	Breathe	4336
showchampion	487	2019-06-05	Breathe	4336
countdown	128	2019-06-06	No One	4344
musicbank	148	2019-06-07	Superhuman	4318
musiccore	40	2019-06-08	Boy with luv	4153
inkigayo	53	2019-06-09	Unspoken Words	4294
theshow	218	2019-06-11	Boogie Up	4365
showchampion	148	2019-06-12	Superhuman	4318
countdown	218	2019-06-13	Boogie Up	4365
musicbank	40	2019-06-14	Boy with luv	4153
musiccore	40	2019-06-15	Boy with luv	4153
inkigayo	128	2019-06-16	No One	4344
theshow	218	2019-06-18	Boogie Up	4365
showchampion	218	2019-06-19	Boogie Up	4365
countdown	463	2019-06-20	Wave	4385
musicbank	40	2019-06-21	Boy with luv	4153
musiccore	40	2019-06-22	Boy with luv	4153
