musicshow	id_artist	date	musicname	id_musicvideo
inkigayo	491	2019-06-23	To be honest	4379
theshow	463	2019-06-25	Wave	4385
showchampion	165	2019-06-26	Zimzalabim	4450
countdown	165	2019-06-27	Zimzalabim	4450
musicbank	165	2019-06-28	Zimzalabim	4450
musiccore	165	2019-06-29	Zimzalabim	4450
inkigayo	165	2019-06-30	Zimzalabim	4450
theshow	292	2019-07-02	Uh-Oh	4494
showchampion	312	2019-07-03	Snapping	4478
countdown	312	2019-07-04	Snapping	4478
musicbank	312	2019-07-05	Snapping	4478
musiccore	312	2019-07-06	Snapping	4478
inkigayo	312	2019-07-07	Snapping	4478
theshow	76	2019-07-09	Fever	4507
showchampion	76	2019-07-10	Fever	4507
countdown	76	2019-07-11	Fever	4507
musicbank	76	2019-07-12	Fever	4507
musiccore	76	2019-07-13	Fever	4507
inkigayo	76	2019-07-14	Fever	4507
theshow	461	2019-07-16	Blue	4592
showchampion	461	2019-07-17	Blue	4592
countdown	312	2019-07-18	Snapping	4478
musicbank	25	2019-07-19	UN Village	4575
musiccore	25	2019-07-20	UN Village	4575
inkigayo	231	2019-07-21	We don't talk together	4555
showchampion	54	2019-07-24	Time of our life	4598
countdown	54	2019-07-25	Time of our life	4598
musicbank	25	2019-07-26	UN Village	4575
inkigayo	403	2019-07-28	Thank you for Goodbye	10964
theshow	514	2019-07-30	Movie Star	4698
musicbank	505	2019-08-02	What a life	4629
inkigayo	403	2019-08-04	Thank you for Goodbye	10964
theshow	149	2019-08-06	Boom	4673
showchampion	460	2019-08-07	Icy	4680
countdown	460	2019-08-08	Icy	4680
musicbank	511	2019-08-09	What are you up to	4678
musiccore	460	2019-08-10	Icy	4680
inkigayo	460	2019-08-11	Icy	4680
theshow	152	2019-08-13	Bungee (Fall in love)	4713
showchampion	460	2019-08-14	Icy	4680
musicbank	460	2019-08-16	Icy	4680
musiccore	460	2019-08-17	Icy	4680
inkigayo	152	2019-08-18	Bungee (Fall in love)	4713
theshow	149	2019-08-20	Boom	4673
showchampion	460	2019-08-21	Icy	4680
countdown	460	2019-08-22	Icy	4680
musicbank	460	2019-08-23	Icy	4680
musiccore	460	2019-08-24	Icy	4680
inkigayo	460	2019-08-25	Icy	4680
theshow	165	2019-08-27	Umpah Umpah	4792
showchampion	165	2019-08-28	Umpah Umpah	4792
countdown	165	2019-08-29	Umpah Umpah	4792
musicbank	165	2019-08-30	Umpah Umpah	4792
musiccore	165	2019-08-31	Umpah Umpah	4792
inkigayo	165	2019-09-01	Umpah Umpah	4792
theshow	522	2019-09-03	Flash	4834
showchampion	522	2019-09-04	Flash	4834
countdown	522	2019-09-05	Flash	4834
musicbank	522	2019-09-06	Flash	4834
inkigayo	522	2019-09-08	Flash	4834
theshow	522	2019-09-10	Flash	4834
countdown	522	2019-09-12	Flash	4834
musicbank	522	2019-09-13	Flash	4834
inkigayo	522	2019-09-15	Flash	4834
showchampion	522	2019-09-18	Flash	4834
countdown	522	2019-09-19	Flash	4834
musicbank	291	2019-09-20	Workaholic	4913
musiccore	291	2019-09-21	Workaholic	4913
inkigayo	291	2019-09-22	Workaholic	4913
theshow	467	2019-09-24	Adios	4788
showchampion	291	2019-09-25	Workaholic	4913
countdown	171	2019-09-26	Fear	4955
musicbank	171	2019-09-27	Fear	4955
musiccore	291	2019-09-28	Workaholic	4913
inkigayo	291	2019-09-29	Workaholic	4913
showchampion	208	2019-10-02	Feel Special	4978
countdown	208	2019-10-03	Feel Special	4978
musicbank	208	2019-10-04	Feel Special	4978
inkigayo	208	2019-10-06	Feel Special	4978
theshow	421	2019-10-08	When it rains	5036
showchampion	208	2019-10-09	Feel Special	4978
countdown	208	2019-10-10	Feel Special	4978
musicbank	41	2019-10-11	Shall we?	5016
inkigayo	208	2019-10-13	Feel Special	4978
theshow	487	2019-10-15	Blind for love	5032
showchampion	487	2019-10-16	Blind for love	5032
countdown	487	2019-10-17	Blind for love	5032
musicbank	14	2019-10-18	How can I love the heartbreak, you're the one I love	4990
inkigayo	14	2019-10-20	How can I love the heartbreak, you're the one I love	4990
theshow	487	2019-10-22	Blind for love	5032
showchampion	41	2019-10-23	Shall we?	5016
countdown	189	2019-10-24	SUPER Clap	5059
musicbank	189	2019-10-25	SUPER Clap	5059
musiccore	14	2019-10-26	How can I love the heartbreak, you're the one I love	4990
inkigayo	14	2019-10-27	How can I love the heartbreak, you're the one I love	4990
theshow	465	2019-10-29	Run Away	5069
showchampion	151	2019-10-30	Love Me	5070
countdown	151	2019-10-31	Love Me	5070
musicbank	151	2019-11-01	Love Me	5070
musiccore	151	2019-11-02	Love Me	5070
inkigayo	151	2019-11-03	Love Me	5070
theshow	143	2019-11-05	Follow	5095
countdown	143	2019-11-07	Follow	5095
musicbank	200	2019-11-08	Spark	5093
musiccore	200	2019-11-09	Spark	5093
inkigayo	200	2019-11-10	Spark	5093
theshow	315	2019-11-12	Nostalgic Night	8013
musicbank	80	2019-11-15	You Calling My Name	5208
musiccore	98	2019-11-16	Love Poem	7818
inkigayo	98	2019-11-17	Love Poem	7818
countdown	138	2019-11-21	Hip	5264
musicbank	138	2019-11-22	Hip	5264
musiccore	98	2019-11-23	Love Poem	7818
inkigayo	138	2019-11-24	Hip	5264
theshow	218	2019-11-26	As you wish	5295
countdown	138	2019-11-28	Hip	5264
musicbank	98	2019-11-29	Love Poem	7818
inkigayo	98	2019-12-01	Blueming	5284
theshow	511	2019-12-03	Touchin'	5307
showchampion	138	2019-12-04	Hip	5264
musicbank	61	2019-12-06	Obsession	5317
musiccore	61	2019-12-07	Obsession	5317
inkigayo	98	2019-12-08	Blueming	5284
showchampion	61	2019-12-11	Obsession	5317
musicbank	61	2019-12-13	Obsession	5317
musiccore	61	2019-12-14	Obsession	5317
inkigayo	98	2019-12-15	Blueming	5284
countdown	288	2019-12-19	Levanter	5430
musicbank	98	2019-12-20	Blueming	5284
musiccore	98	2019-12-21	Blueming	5284
inkigayo	138	2019-12-22	Hip	5264
countdown	319	2019-12-26	Wannabe	5690
musicbank	98	2019-12-27	Blueming	5284
inkigayo	138	2019-12-29	Hip	5264
musicbank	165	2020-01-03	Psycho	5473
musiccore	165	2020-01-04	Psycho	5473
inkigayo	165	2020-01-05	Psycho	5473
countdown	267	2020-01-09	Thumbs Up	5489
musicbank	165	2020-01-10	Psycho	5473
musiccore	165	2020-01-11	Psycho	5473
inkigayo	165	2020-01-12	Psycho	5473
countdown	270	2020-01-16	Good Guy	5503
musicbank	270	2020-01-17	Good Guy	5503
musiccore	165	2020-01-18	Psycho	5473
inkigayo	165	2020-01-19	Psycho	5473
musicbank	165	2020-01-24	Psycho	5473
countdown	270	2020-01-30	Good Guy	5503
musicbank	225	2020-01-31	Any song	5574
musiccore	225	2020-02-01	Any song	5574
inkigayo	225	2020-02-02	Any song	5574
countdown	266	2020-02-06	All For you	5647
musicbank	225	2020-02-07	Any song	5574
musiccore	225	2020-02-08	Any song	5574
inkigayo	225	2020-02-09	Any song	5574
theshow	76	2020-02-11	Crossroads	5673
countdown	76	2020-02-13	Crossroads	5673
musicbank	76	2020-02-14	Crossroads	5673
musiccore	225	2020-02-15	Any song	5574
inkigayo	76	2020-02-16	Crossroads	5673
theshow	76	2020-02-18	Crossroads	5673
showchampion	76	2020-02-19	Crossroads	5673
countdown	76	2020-02-20	Crossroads	5673
musicbank	225	2020-02-21	Any song	5574
musiccore	225	2020-02-22	Any song	5574
inkigayo	539	2020-02-23	Suddenly	12384
theshow	337	2020-02-25	FIESTA	5784
showchampion	337	2020-02-26	FIESTA	5784
countdown	337	2020-02-27	FIESTA	5784
musicbank	40	2020-02-28	On	5830
musiccore	40	2020-02-29	On	5830
inkigayo	40	2020-03-01	On	5830
theshow	337	2020-03-03	FIESTA	5784
showchampion	40	2020-03-04	On	5830
countdown	40	2020-03-05	On	5830
musicbank	40	2020-03-06	On	5830
musiccore	40	2020-03-07	On	5830
inkigayo	40	2020-03-08	On	5830
showchampion	40	2020-03-11	On	5830
countdown	316	2020-03-12	So what	5684
musicbank	40	2020-03-13	On	5830
musiccore	40	2020-03-14	On	5830
inkigayo	40	2020-03-15	On	5830
theshow	315	2020-03-17	Howling	5880
showchampion	40	2020-03-18	On	5830
countdown	460	2020-03-19	Wannabe	5887
musicbank	40	2020-03-20	On	5830
musiccore	40	2020-03-21	On	5830
inkigayo	460	2020-03-22	Wannabe	5887
theshow	119	2020-03-24	Plant	6867
showchampion	460	2020-03-25	Wannabe	5887
countdown	460	2020-03-26	Wannabe	5887
musicbank	148	2020-03-27	Kick It	5861
musiccore	40	2020-03-28	On	5830
inkigayo	460	2020-03-29	Wannabe	5887
theshow	511	2020-03-31	2U	5953
showchampion	460	2020-04-01	Wannabe	5887
countdown	460	2020-04-02	Wannabe	5887
musicbank	511	2020-04-03	2U	5953
musiccore	511	2020-04-04	2U	5953
inkigayo	460	2020-04-05	Wannabe	5887
showchampion	511	2020-04-08	2U	5953
countdown	511	2020-04-09	2U	5953
musicbank	612	2020-04-10	Let's Love	5978
musiccore	612	2020-04-11	Let's Love	5978
inkigayo	612	2020-04-12	Let's Love	5978
countdown	292	2020-04-16	Oh my god	6006
musicbank	292	2020-04-17	Oh my god	6006
musiccore	292	2020-04-18	Oh my god	6006
inkigayo	292	2020-04-19	Oh my god	6006
theshow	18	2020-04-21	Dumhdurum	6034
showchampion	18	2020-04-22	Dumhdurum	6034
countdown	18	2020-04-23	Dumhdurum	6034
musicbank	18	2020-04-24	Dumhdurum	6034
musiccore	18	2020-04-25	Dumhdurum	6034
inkigayo	18	2020-04-26	Dumhdurum	6034
theshow	273	2020-04-28	Spit it out	6067
showchampion	80	2020-04-29	Not by the moon	6059
countdown	80	2020-04-30	Not by the moon	6059
musicbank	80	2020-05-01	Not by the moon	6059
musiccore	18	2020-05-02	Dumhdurum	6034
inkigayo	18	2020-05-03	Dumhdurum	6034
theshow	152	2020-05-05	NONSTOP	6093
showchampion	152	2020-05-06	NONSTOP	6093
countdown	152	2020-05-07	NONSTOP	6093
musicbank	149	2020-05-08	Ridin'	6105
musiccore	152	2020-05-09	NONSTOP	6093
inkigayo	152	2020-05-10	NONSTOP	6093
theshow	152	2020-05-12	NONSTOP	6093
showchampion	20	2020-05-13	Knock	6131
countdown	152	2020-05-14	NONSTOP	6093
musicbank	152	2020-05-15	NONSTOP	6093
inkigayo	98	2020-05-17	Eight	6146
showchampion	151	2020-05-20	I'm in trouble	6164
countdown	151	2020-05-21	I'm in trouble	6164
musicbank	151	2020-05-22	I'm in trouble	6164
musiccore	151	2020-05-23	I'm in trouble	6164
inkigayo	98	2020-05-24	Eight	6146
theshow	465	2020-05-26	Can't You See Me?	6216
showchampion	465	2020-05-27	Can't You See Me?	6216
countdown	148	2020-05-28	Punch	6220
musicbank	148	2020-05-29	Punch	6220
musiccore	148	2020-05-30	Punch	6220
inkigayo	98	2020-05-31	Eight	6146
theshow	143	2020-06-02	Fantasia	6253
showchampion	25	2020-06-03	Candy	6244
countdown	148	2020-06-04	Punch	6220
musicbank	25	2020-06-05	Candy	6244
inkigayo	25	2020-06-07	Candy	6244
theshow	315	2020-06-09	Mayday	6286
showchampion	208	2020-06-10	More & More	6281
countdown	208	2020-06-11	More & More	6281
musicbank	208	2020-06-12	More & More	6281
musiccore	208	2020-06-13	More & More	6281
inkigayo	208	2020-06-14	More & More	6281
theshow	218	2020-06-16	Butterfly	6317
showchampion	208	2020-06-17	More & More	6281
countdown	218	2020-06-18	Butterfly	6317
musicbank	208	2020-06-19	More & More	6281
musiccore	208	2020-06-20	More & More	6281
inkigayo	208	2020-06-21	More & More	6281
theshow	337	2020-06-23	Secret Story of the Swan	6349
showchampion	337	2020-06-24	Secret Story of the Swan	6349
countdown	337	2020-06-25	Secret Story of the Swan	6349
musicbank	337	2020-06-26	Secret Story of the Swan	6349
musiccore	337	2020-06-27	Secret Story of the Swan	6349
inkigayo	337	2020-06-28	Secret Story of the Swan	6349
theshow	337	2020-06-30	Secret Story of the Swan	6349
showchampion	171	2020-07-01	Left & right	6397
countdown	171	2020-07-02	Left & right	6397
musicbank	171	2020-07-03	Left & right	6397
musiccore	171	2020-07-04	Left & right	6397
inkigayo	31	2020-07-05	How You Like That	6410
theshow	487	2020-07-07	The Answer	6431
showchampion	31	2020-07-08	How You Like That	6410
countdown	31	2020-07-09	How You Like That	6410
musicbank	31	2020-07-10	How You Like That	6410
musiccore	31	2020-07-11	How You Like That	6410
inkigayo	31	2020-07-12	How You Like That	6410
theshow	270	2020-07-14	Summer Breeze	6762
showchampion	31	2020-07-15	How You Like That	6410
countdown	31	2020-07-16	How You Like That	6410
musicbank	656	2020-07-17	Monster	6786
musiccore	31	2020-07-18	How You Like That	6410
inkigayo	31	2020-07-19	How You Like That	6410
theshow	76	2020-07-21	Apple	6809
showchampion	76	2020-07-22	Apple	6809
countdown	76	2020-07-23	Apple	6809
musicbank	505	2020-07-24	1 Billion Views	6808
musiccore	31	2020-07-25	How You Like That	6410
inkigayo	287	2020-07-26	Maria	6430
showchampion	31	2020-07-29	How You Like That	6410
countdown	659	2020-07-30	Beach Again	6891
musicbank	31	2020-07-31	How You Like That	6410
musiccore	659	2020-08-01	Beach Again	6891
inkigayo	287	2020-08-02	Maria	6430
theshow	463	2020-08-04	Inception	6907
showchampion	463	2020-08-05	Inception	6907
countdown	492	2020-08-06	What You Waiting for	6878
musicbank	287	2020-08-07	Maria	6430
inkigayo	287	2020-08-09	Maria	6430
theshow	511	2020-08-11	Who U Are	6925
showchampion	292	2020-08-12	Dumdi Dumdi	6928
countdown	292	2020-08-13	Dumdi Dumdi	6928
musicbank	511	2020-08-14	Who U Are	6925
musiccore	511	2020-08-15	Who U Are	6925
inkigayo	292	2020-08-16	Dumdi Dumdi	6928
showchampion	292	2020-08-19	Dumdi Dumdi	6928
countdown	292	2020-08-20	Dumdi Dumdi	6928
musicbank	287	2020-08-21	Maria	6430
musiccore	659	2020-08-22	Beach Again	6891
inkigayo	292	2020-08-23	Dumdi Dumdi	6928
showchampion	460	2020-08-26	Not Shy	7098
musicbank	460	2020-08-28	Not Shy	7098
musiccore	40	2020-08-29	Dynamite	7120
inkigayo	40	2020-08-30	Dynamite	7120
theshow	616	2020-09-01	Flame	7138
showchampion	40	2020-09-02	Dynamite	7120
countdown	460	2020-09-03	Not Shy	7098
musicbank	40	2020-09-04	Dynamite	7120
musiccore	40	2020-09-05	Dynamite	7120
inkigayo	40	2020-09-06	Dynamite	7120
theshow	134	2020-09-08	Obliviate	7209
showchampion	40	2020-09-09	Dynamite	7120
countdown	460	2020-09-10	Not Shy	7098
musicbank	40	2020-09-11	Dynamite	7120
musiccore	40	2020-09-12	Dynamite	7120
inkigayo	40	2020-09-13	Dynamite	7120
theshow	677	2020-09-15	Bon Voyage	7253
showchampion	40	2020-09-16	Dynamite	7120
countdown	460	2020-09-17	Not Shy	7098
musicbank	40	2020-09-18	Dynamite	7120
musiccore	40	2020-09-19	Dynamite	7120
inkigayo	31	2020-09-20	Ice Cream	7198
theshow	680	2020-09-22		0
showchampion	288	2020-09-23	Back Door	7273
countdown	288	2020-09-24	Back Door	7273
musicbank	40	2020-09-25	Dynamite	7120
musiccore	40	2020-09-26	Dynamite	7120
inkigayo	31	2020-09-27	Ice Cream	7198
showchampion	283	2020-09-30	The Stealer	7315
countdown	283	2020-10-01	The Stealer	7315
musicbank	40	2020-10-02	Dynamite	7120
inkigayo	31	2020-10-04	Ice Cream	7198
theshow	283	2020-10-06	The Stealer	7315
countdown	283	2020-10-08	The Stealer	7315
musicbank	40	2020-10-09	Dynamite	7120
musiccore	40	2020-10-10	Dynamite	7120
inkigayo	31	2020-10-11	Lovesick Girls	7390
theshow	319	2020-10-13	Pump it up	7470
showchampion	31	2020-10-14	Lovesick Girls	7390
countdown	31	2020-10-15	Lovesick Girls	7390
musicbank	31	2020-10-16	Lovesick Girls	7390
musiccore	40	2020-10-17	Dynamite	7120
inkigayo	31	2020-10-18	Lovesick Girls	7390
theshow	280	2020-10-20	Daisy	7545
showchampion	150	2020-10-21	Make A Wish (Birthday Song)	7547
countdown	150	2020-10-22	Make A Wish (Birthday Song)	7547
musicbank	150	2020-10-23	Make A Wish (Birthday Song)	7547
inkigayo	31	2020-10-25	Lovesick Girls	7390
showchampion	171	2020-10-28	Home;Run	7590
countdown	171	2020-10-29	Home;Run	7590
musicbank	171	2020-10-30	Home;Run	7590
musiccore	40	2020-10-31	Dynamite	7120
inkigayo	171	2020-11-01	Home;Run	7590
theshow	465	2020-11-03	Blue Hour	7727
showchampion	208	2020-11-04	I Can't Stop Me	7726
countdown	208	2020-11-05	I Can't Stop Me	7726
musiccore	40	2020-11-07	Dynamite	7120
inkigayo	208	2020-11-08	I Can't Stop Me	7726
theshow	143	2020-11-10	Love Killa	7831
showchampion	143	2020-11-11	Love Killa	7831
countdown	208	2020-11-12	I Can't Stop Me	7726
musicbank	40	2020-11-13	Dynamite	7120
musiccore	40	2020-11-14	Dynamite	7120
theshow	76	2020-11-17	MAGO	7898
showchampion	76	2020-11-18	MAGO	7898
countdown	138	2020-11-19	Aya	7841
musicbank	40	2020-11-20	Dynamite	7120
inkigayo	198	2020-11-22	IDEA:理想	7899
theshow	706	2020-11-24	Show Your Love	7970
showchampion	14	2020-11-25	Happening	7967
musicbank	40	2020-11-27	Dynamite	7120
musiccore	40	2020-11-28	Life goes on	7992
inkigayo	40	2020-11-29	Life goes on	7992
musicbank	40	2020-12-04	Dynamite	7120
musiccore	40	2020-12-05	Life goes on	7992
inkigayo	40	2020-12-06	Life goes on	7992
theshow	150	2020-12-08	90's love	8021
musicbank	40	2020-12-11	Dynamite	7120
musiccore	40	2020-12-12	Life goes on	7992
inkigayo	40	2020-12-13	Life goes on	7992
theshow	337	2020-12-15	Panorama	8237
countdown	337	2020-12-17	Panorama	8237
musicbank	337	2020-12-18	Panorama	8237
inkigayo	337	2020-12-20	Panorama	8237
countdown	337	2020-12-24	Panorama	8237
musicbank	40	2020-12-25	Dynamite	7120
inkigayo	200	2020-12-27	What do I call you	8271
musicbank	40	2021-01-01	Dynamite	7120
musiccore	40	2021-01-02	Life goes on	7992
inkigayo	208	2021-01-03	I Can't Stop Me	7726
musicbank	40	2021-01-08	Dynamite	7120
musiccore	40	2021-01-09	Life goes on	7992
inkigayo	739	2021-01-10	Shiny star	8467
countdown	751	2021-01-14	Switch To Me	8347
musicbank	150	2021-01-15	90's love	8021
musiccore	40	2021-01-16	Life goes on	7992
inkigayo	707	2021-01-17	Black Mamba	7976
showchampion	292	2021-01-20	Hwaa	8530
countdown	292	2021-01-21	Hwaa	8530
musicbank	292	2021-01-22	Hwaa	8530
musiccore	292	2021-01-23	Hwaa	8530
inkigayo	292	2021-01-24	Hwaa	8530
theshow	292	2021-01-26	Hwaa	8530
countdown	292	2021-01-28	Hwaa	8530
musicbank	211	2021-01-29	Thank U	8822
musiccore	292	2021-01-30	Hwaa	8530
inkigayo	292	2021-01-31	Hwaa	8530
theshow	319	2021-02-02	Burn It	9115
showchampion	319	2021-02-03	Burn It	9115
countdown	292	2021-02-04	Hwaa	8530
musicbank	98	2021-02-05	Celebrity	9194
musiccore	98	2021-02-06	Celebrity	9194
inkigayo	98	2021-02-07	Celebrity	9194
showchampion	98	2021-02-10	Celebrity	9194
musicbank	98	2021-02-12	Celebrity	9194
countdown	634	2021-02-18	Sugar	9663
musicbank	634	2021-02-19	Sugar	9663
musiccore	98	2021-02-20	Celebrity	9194
showchampion	98	2021-02-21	Celebrity	9194
inkigayo	98	2021-02-21	Celebrity	9194
theshow	511	2021-02-23	Paranoia	9862
showchampion	511	2021-02-24	Paranoia	9862
countdown	511	2021-02-25	Paranoia	9862
musicbank	40	2021-02-26	Dynamite	7120
musiccore	511	2021-02-27	Paranoia	9862
inkigayo	98	2021-02-28	Celebrity	9194
theshow	464	2021-03-02	Beautiful Beautiful	9955
showchampion	172	2021-03-03	Don't Call Me	9944
countdown	172	2021-03-04	Don't Call Me	9944
musicbank	40	2021-03-05	Dynamite	7120
musiccore	172	2021-03-06	Don't Call Me	9944
inkigayo	172	2021-03-07	Don't Call Me	9944
theshow	463	2021-03-09	Fireworks (I'm The One)	10012
showchampion	172	2021-03-10	Don't Call Me	9944
countdown	172	2021-03-11	Don't Call Me	9944
musicbank	98	2021-03-12	Celebrity	9194
musiccore	98	2021-03-13	Celebrity	9194
inkigayo	36	2021-03-14	Rollin'	10014
theshow	36	2021-03-16	Rollin'	10014
showchampion	36	2021-03-17	Rollin'	10014
countdown	36	2021-03-18	Rollin'	10014
musicbank	36	2021-03-19	Rollin'	10014
musiccore	689	2021-03-20	My Starry Love	10404
inkigayo	36	2021-03-21	Rollin'	10014
theshow	689	2021-03-23	My Starry Love	10404
showchampion	872	2021-03-24	On the Ground	10436
countdown	872	2021-03-25	On the Ground	10436
musicbank	872	2021-03-26	On the Ground	10436
musiccore	872	2021-03-27	On the Ground	10436
inkigayo	872	2021-03-28	On the Ground	10436
countdown	98	2021-04-01	Lilac	10822
musicbank	98	2021-04-02	Lilac	10822
inkigayo	98	2021-04-04	Lilac	10822
theshow	218	2021-04-06	Unnatural	11157
showchampion	98	2021-04-07	Lilac	10822
countdown	872	2021-04-08	On the Ground	10436
musicbank	25	2021-04-09	Bambi	11074
inkigayo	98	2021-04-11	Lilac	10822
theshow	20	2021-04-13	One	11427
showchampion	20	2021-04-14	One	11427
countdown	20	2021-04-15	One	11427
musicbank	98	2021-04-16	Lilac	10822
musiccore	98	2021-04-17	Lilac	10822
inkigayo	98	2021-04-18	Lilac	10822
theshow	511	2021-04-20	Antidote	11848
showchampion	511	2021-04-21	Antidote	11848
musicbank	511	2021-04-23	Antidote	11848
musiccore	511	2021-04-24	Antidote	11848
inkigayo	511	2021-04-25	Antidote	11848
countdown	151	2021-04-29	Inside Out	12092
musicbank	151	2021-04-30	Inside Out	12092
musiccore	151	2021-05-01	Inside Out	12092
inkigayo	151	2021-05-02	Inside Out	12092
theshow	713	2021-05-04	Drunk-Dazed	12467
showchampion	713	2021-05-05	Drunk-Dazed	12467
countdown	460	2021-05-06	Mafia in the morning	12602
musicbank	713	2021-05-07	Drunk-Dazed	12467
musiccore	98	2021-05-08	Lilac	10822
inkigayo	36	2021-05-09	Rollin'	10014
theshow	86	2021-05-11	Not The End	12689
showchampion	460	2021-05-12	Mafia in the morning	12602
countdown	460	2021-05-13	Mafia in the morning	12602
musicbank	460	2021-05-14	Mafia in the morning	12602
musiccore	86	2021-05-15	Not The End	12689
inkigayo	460	2021-05-16	Mafia in the morning	12602
theshow	152	2021-05-18	Dun Dun Dance	13166
showchampion	149	2021-05-19	Hot Sauce	13079
countdown	149	2021-05-20	Hot Sauce	13079
musiccore	149	2021-05-22	Hot Sauce	13079
inkigayo	149	2021-05-23	Hot Sauce	13079
theshow	152	2021-05-25	Dun Dun Dance	13166
showchampion	152	2021-05-26	Dun Dun Dance	13166
countdown	149	2021-05-27	Hot Sauce	13079
musicbank	149	2021-05-28	Hot Sauce	13079
musiccore	40	2021-05-29	Butter	13357
inkigayo	40	2021-05-30	Butter	13357
theshow	467	2021-06-01	First	13519
showchampion	40	2021-06-02	Butter	13357
countdown	149	2021-06-03	Hot Sauce	13079
musicbank	40	2021-06-04	Butter	13357
musiccore	40	2021-06-05	Butter	13357
inkigayo	40	2021-06-06	Butter	13357
theshow	465	2021-06-08	0x1=Lovesong (I Know I Love You)	13605
showchampion	465	2021-06-09	0x1=Lovesong (I Know I Love You)	13605
countdown	465	2021-06-10	0x1=Lovesong (I Know I Love You)	13605
musicbank	465	2021-06-11	0x1=Lovesong (I Know I Love You)	13605
musiccore	40	2021-06-12	Butter	13357
inkigayo	40	2021-06-13	Butter	13357
theshow	461	2021-06-15	Sneakers	14096
showchampion	40	2021-06-16	Butter	13357
countdown	208	2021-06-17	Alcohol-Free	14265
musicbank	61	2021-06-18	Don’t fight the feeling	14095
musiccore	40	2021-06-19	Butter	13357
inkigayo	208	2021-06-20	Alcohol-Free	14265
theshow	36	2021-06-22	Chi Mat Ba Ram	14519
showchampion	40	2021-06-23	Butter	13357
countdown	208	2021-06-24	Alcohol-Free	14265
musicbank	171	2021-06-25	Ready to love	14546
musiccore	40	2021-06-26	Butter	13357
inkigayo	208	2021-06-27	Alcohol-Free	14265
showchampion	171	2021-06-30	Ready to love	14546
countdown	171	2021-07-01	Ready to love	14546
musicbank	171	2021-07-02	Ready to love	14546
musiccore	36	2021-07-03	Chi Mat Ba Ram	14519
inkigayo	36	2021-07-04	Chi Mat Ba Ram	14519
theshow	316	2021-07-06	PTT (Paint The Town)	14849
countdown	149	2021-07-08	Hello Future	14848
musicbank	149	2021-07-09	Hello Future	14848
musiccore	149	2021-07-10	Hello Future	14848
inkigayo	149	2021-07-11	Hello Future	14848
theshow	276	2021-07-13	Beam Beam	15024
showchampion	149	2021-07-14	Hello Future	14848
countdown	149	2021-07-15	Hello Future	14848
musicbank	40	2021-07-16	Butter	13357
musiccore	40	2021-07-17	Permission to Dance	15120
inkigayo	40	2021-07-18	Permission to Dance	15120
showchampion	40	2021-07-21	Permission to Dance	15120
musicbank	40	2021-07-23	Permission to Dance	15120
showchampion	40	2021-07-28	Permission to Dance	15120
countdown	276	2021-07-29	Beam Beam	15024
musicbank	40	2021-07-30	Permission to Dance	15120
musicbank	500	2021-08-06	Rose	15418
inkigayo	40	2021-08-08	Permission to Dance	15120
theshow	20	2021-08-10	After Midnight	15569
showchampion	20	2021-08-11	After Midnight	15569
countdown	492	2021-08-12	Dumb Dumb	15570
musicbank	20	2021-08-13	After Midnight	15569
musiccore	20	2021-08-14	After Midnight	15569
inkigayo	40	2021-08-15	Permission to Dance	15120
theshow	283	2021-08-17	Thrill Ride	15893
showchampion	283	2021-08-18	Thrill Ride	15893
countdown	283	2021-08-19	Thrill Ride	15893
musicbank	283	2021-08-20	Thrill Ride	15893
musiccore	283	2021-08-21	Thrill Ride	15893
inkigayo	1064	2021-08-22	Traffic light	13392
theshow	465	2021-08-24	LO$ER=LO♡ER	16095
showchampion	465	2021-08-25	LO$ER=LO♡ER	16095
countdown	165	2021-08-26	Queendom	16075
musicbank	165	2021-08-27	Queendom	16075
musiccore	165	2021-08-28	Queendom	16075
inkigayo	165	2021-08-29	Queendom	16075
theshow	1300	2021-08-31	Convenience Store	16240
showchampion	288	2021-09-01	Thunderous	16150
countdown	288	2021-09-02	Thunderous	16150
musicbank	288	2021-09-03	Thunderous	16150
musiccore	165	2021-09-04	Queendom	16075
inkigayo	288	2021-09-05	Thunderous	16150
theshow	279	2021-09-07	Talk & Talk	16298
showchampion	288	2021-09-08	Thunderous	16150
countdown	288	2021-09-09	Thunderous	16150
musicbank	1064	2021-09-10	Traffic light	13392
musiccore	165	2021-09-11	Queendom	16075
inkigayo	165	2021-09-12	Queendom	16075
theshow	704	2021-09-14	Stereotype	16384
showchampion	704	2021-09-15	Stereotype	16384
countdown	704	2021-09-16	Stereotype	16384
musicbank	1317	2021-09-17	Lalisa	16456
inkigayo	1064	2021-09-19	Traffic light	13392
showchampion	463	2021-09-22	Deja Vu	16530
countdown	148	2021-09-23	Sticker	16603
musicbank	148	2021-09-24	Sticker	16603
musiccore	148	2021-09-25	Sticker	16603
inkigayo	1064	2021-09-26	Traffic light	13392
theshow	148	2021-09-28	Sticker	16603
showchampion	148	2021-09-29	Sticker	16603
countdown	148	2021-09-30	Sticker	16603
musicbank	148	2021-10-01	Sticker	16603
musiccore	148	2021-10-02	Sticker	16603
inkigayo	148	2021-10-03	Sticker	16603
countdown	148	2021-10-07	Sticker	16603
musicbank	460	2021-10-08	LOCO	16765
musiccore	361	2021-10-09	BAD LOVE	16819
inkigayo	460	2021-10-10	LOCO	16765
theshow	642	2021-10-12	WAITING	16895
showchampion	707	2021-10-13	Savage	16896
