id	id_parent	name	kname	original_name	name_aka	vtype	tags	vlink	id_artist	id_original_artist	releasedate	publishedon	views	likes	dislikes	lastupdate	recentviews	recentlikes	awards	regionlocked
1	0	When would it be	언제쯤이면	[MV] YOON HYUN SANG(윤현상) _ When would it be(언제쯤이면) (Duet. IU(아이유))		main		o6HFiVaK15I	101	0	2014-10-30	2014-10-30 00:00:00	9049525	62356	719	2022-06-17 04:03:04	495	4	0	
2	0	Not Spring, Love or Cherry Blossoms	봄,사랑,벚꽃 말고	[MV] HIGH4, IU(하이포, 아이유) _ Not Spring, Love, or Cherry Blossoms(봄,사랑,벚꽃 말고)		main		ouR4nn1G9r4	100	0	2014-04-07	2014-04-08 00:00:00	125689148	812862	14266	2022-06-17 06:46:43	13592	97	1	
3	0	Good day	좋은 날	IU (아이유) _ Good Day (좋은 날) _ MV		main		jeqdYqsrsA0	98	0	2011-02-07	2011-02-07 00:00:00	55790851	529353	12543	2022-06-17 08:31:06	8653	149	7	
4	3	Good day		IU(아이유) - GOOD DAY practice film		alternate		va193VEo5hk	98	0	2011-06-08	2011-06-08 00:00:00	2032074	22307	310	2022-06-17 05:31:59	30	2	0	
6	0	You & I	너랑나	IU(아이유) _ YOU\\u0026I(너랑나) MV		main		f_iQRO5BdCM	98	0	2011-11-28	2011-11-29 00:00:00	45681574	352807	9058	2022-06-17 08:17:41	3675	44	9	
7	6	You & I		IU(아이유) _ YOU\\u0026I(너랑 나) (Performance ver.)		alternate		NJR8Inf77Ac	98	0	2011-12-05	2011-12-06 00:00:00	35113138	196701	5148	2022-06-17 09:01:15	13013	56	0	
8	0	SOGYEOKDONG	소격동	[MV] IU(아이유) _ SOGYEOKDONG(소격동)		main		GHu39FEFIks	98	0	2014-10-05	2014-10-06 00:00:00	9565651	65397	1745	2022-06-16 16:46:47	594	7	1	
9	0	The red shoes	분홍신	[MV] IU(아이유) _ The red shoes(분홍신)		main		Q0xvVgKJxfs	98	0	2013-10-07	2013-10-08 00:00:00	19507986	153108	7673	2022-06-16 16:48:11	1183	11	6	
10	9	The red shoes		[MV] IU(아이유) _ The red shoes(분홍신) (Performance ver.)		alternate		js3PTlQFakk	98	0	2013-10-20	2013-10-21 00:00:00	2860594	28378	807	2022-06-17 12:16:41	272	8	0	JP
12	0	My Old Story	나의 옛날이야기	[MV] IU(아이유) _ Naui Yetnal Iyagi(나의 옛날이야기) : My old story	Naui Yetnal Iyagi	main	m	npttud7NkL0	98	1188	2014-05-15	2014-05-16 00:00:00	26592722	285043	3432	2022-06-16 16:45:40	5043	50	0	
14	0	Friday	금요일에 만나요	[MV] IU(아이유) _ Friday(금요일에 만나요) (Feat. Jang Yi-jeong(장이정) of HISTORY(히스토리))		main		EiVmQZwJhsA	98	0	2013-12-19	2013-12-20 00:00:00	47702440	277999	4610	2022-06-17 08:31:39	5136	48	4	
16	17	Darling		Girl's Day(걸스데이) 'Darling(달링)' Official MV		duplicate		JP9NuaxhgcM	77	0	2014-07-13	2014-07-13 00:00:00	5297993	53517	2096	2022-06-16 17:00:09	128	2	0	
17	0	Darling	달링	[MV] GIRL'S DAY(걸스데이) _ Darling(달링)		main		QB4dQcxgJPY	77	0	2014-07-13	2014-07-13 00:00:00	51809595	249752	12463	2022-06-17 08:45:07	6385	85	3	
22	0	Something		Girl's Day(걸스데이) 'Something' Official MV		main		akPDKYwIoVk	77	0	2014-01-02	2014-01-03 00:00:00	31341679	234163	9529	2022-06-17 14:45:12	1938	39	6	
23	22	Something		[MV] GIRL'S DAY(걸스데이) _ Something(썸씽)		duplicate		JO7qQ7peKeM	77	0	2014-01-02	2014-01-03 00:00:00	18471502	162099	6389	2022-06-16 17:01:10	332	7	0	
24	22	Something		[MV] GIRL'S DAY(걸스데이) _ Something (Dance ver.)		alternate		zVO5xTAbxm8	77	0	2014-01-16	2014-01-16 00:00:00	47977229	517508	7909	2022-06-17 06:45:08	22685	215	0	JP
25	22	Something		Girl's Day(걸스데이) 'Something' Official MV (Dance.ver)		alternate		Gdma5UiMaEQ	77	0	2014-01-16	2014-01-16 00:00:00	24371582	172087	4163	2022-06-16 17:01:46	157	0	0	
29	0	Female President	여자대통령	Girl's Day(걸스데이) 'Female President(여자대통령)' Official MV		main		xF3MC8PWgJE	77	0	2013-06-23	2013-06-24 00:00:00	31705956	170623	11648	2022-06-16 16:15:36	2370	28	1	
30	29	Female President		Girl's Day(걸스데이) 'Female President(여자대통령)' Official MV (Dance.ver)		alternate		U8ybc5lM4DM	77	0	2013-06-28	2013-06-29 00:00:00	9147041	61141	2943	2022-06-16 17:16:14	179	3	0	
31	29	Female President		[MV] GIRL'S DAY(걸스데이) _ FEMALE PRESIDENT(여자대통령)		duplicate		v0f9ifrDSp8	77	0	2013-06-23	2013-06-24 00:00:00	9415663	66493	5809	2022-06-16 17:18:04	833	10	0	
34	35	Expectation		Girl's Day(걸스데이) 'Expectation(기대해)' Official MV		duplicate		iUtGJtyoIfg	77	0	2013-03-13	2013-03-14 00:00:00	12872361	91276	2705	2022-06-16 17:02:16	426	7	0	
35	0	Expectation	기대해	[MV] GIRL'S DAY(걸스데이)_Expect(기대해)	Expect	main		t8YXut6_56c	77	0	2013-03-13	2013-03-14 00:00:00	49331019	248163	7166	2022-06-17 07:32:41	4156	46	0	
36	35	Expectation		Girl's Day(걸스데이) 'Expectation(기대해)' Official MV (Dance.ver)		alternate		fqR2HGkjFCA	77	0	2013-03-17	2013-03-18 00:00:00	32907602	228883	5274	2022-06-17 13:32:10	3653	56	0	KR
40	41	Don't Forget Me		Girl's Day(걸스데이) 'Don't forget me(나를 잊지마요)' Official MV		duplicate		w2S7ljcA7NM	77	0	2012-10-25	2012-10-26 00:00:00	4128305	38263	752	2022-06-17 03:16:09	481	5	0	
41	0	Don't Forget Me	나를 잊지마요	Girl's Day(걸스데이) _ Don't forget me(나를 잊지마요) MV		main		_H7ZG7yk5Wo	77	0	2012-10-25	2012-10-26 00:00:00	15194328	86420	2065	2022-06-16 16:46:40	1051	12	0	
43	0	Twinkle Twinkle	반짝반짝	Girl's Day(걸스데이) '반짝반짝' Official MV		main		DWpl2CaCnVA	77	0	2011-03-15	2011-03-15 00:00:00	19168911	119447	4846	2022-06-16 16:48:12	1557	15	0	
44	43	Twinkle Twinkle		Girl's Day(걸스데이) _ Twinkle Twinkle(반짝반짝) MV		duplicate		EEEIN-mtN6c	77	0	2011-03-17	2011-03-18 00:00:00	3859559	22125	902	2022-06-17 03:30:07	203	4	0	
46	0	Give It To Me		SISTAR(씨스타) - Give It To Me (HD Music Video)		main		p6XLNsJ9YrA	174	0	2013-06-10	2013-06-11 00:00:00	70864907	345302	11605	2022-06-17 07:31:12	15234	101	11	KR
47	46	Give It To Me		SISTAR(씨스타) - Give It To Me 안무영상 (Choreography Ver.)		alternate	d	jOBE9QSO9II	174	0	2013-06-19	2013-06-19 00:00:00	13175931	73639	2415	2022-06-16 15:45:40	452	5	0	AF,AS,BM,BQ,CA,CW,GL,GU,KG,KR,MK,MM,MP,PM,PS,SS,SX,UM,US,VA,VI
52	0	Loving U		SISTAR (씨스타) - Loving U (Music Video) HD		main		oL2AlXWVbKU	174	0	2012-06-27	2012-06-27 00:00:00	47391549	211797	6266	2022-06-17 07:46:37	8843	44	4	
53	52	Loving U		SISTAR_Loving U_Choreography Practice ver.(안무연습)		alternate	d	RK_TkMWTdiw	174	0	2012-07-02	2012-07-02 00:00:00	13536161	62528	1930	2022-06-16 16:17:08	311	3	0	KR
58	0	Alone	나혼자	씨스타(SISTAR) - 나혼자 Music Video (Alone)		main		E0ZHXVp_wUE	174	0	2012-04-11	2012-04-11 00:00:00	131630923	519632	20241	2022-06-17 05:16:10	29746	134	6	CN
63	0	So Cool		씨스타(SISTAR) -So Cool Music Video		main		Pj3q0ZChgFE	174	0	2011-08-08	2011-08-08 00:00:00	71691697	266359	16056	2022-06-17 08:02:43	8826	47	1	JP
64	63	So Cool		씨스타(SISTAR) - So Cool  Choreography ver.(안무영상)		alternate	d	UNAVw-Sbp1U	174	0	2011-08-18	2011-08-18 00:00:00	10000422	33838	1205	2022-06-16 16:17:32	164	3	0	
65	0	Gone not around any longer	있다 없으니까	SISTAR19 씨스타19  - 있다 없으니까(GONE NOT AROUND ANY LONGER) MUSIC VIDEO		main		JtVhwsACgTw	175	0	2013-01-30	2013-01-31 00:00:00	46502993	229427	7014	2022-06-17 08:02:18	7300	42	7	
66	65	Gone not around any longer		SISTAR19 씨스타19 - 있다 없으니까 안무영상Choreography(GONE NOT AROUND ANY LONGER)		alternate	d	DY6vTTGNc64	175	0	2013-02-07	2013-02-07 00:00:00	2432974	21556	441	2022-06-16 22:02:10	59	3	0	
75	1057	Touch my Body		[MV] SISTAR(씨스타) _ TOUCH MY BODY(터치 마이 바디)		duplicate		Q33SoblaZbU	174	0	2014-07-20	2014-07-21 00:00:00	19893777	160019	8713	2022-06-16 16:17:33	233	5	0	CN
76	1057	Touch my Body		[Dance Practice] SISTAR(씨스타)_Touch my body_안무연습 Ver.		alternate	d	5IT2rFeF6XQ	174	0	2014-07-21	2014-07-21 00:00:00	25075833	118335	4798	2022-06-16 17:18:08	1392	20	0	
85	86	I Swear		[MV] SISTAR(씨스타)_I Swear (아이 스웨어)		duplicate		ktEEjk3Xy3s	174	0	2014-08-25	2014-08-26 00:00:00	27899518	185090	4413	2022-06-16 16:30:34	3685	35	0	
86	0	I Swear		[MV] SISTAR(씨스타) _ I Swear		main		8PrNPhVexE4	174	0	2014-08-25	2014-08-26 00:00:00	33231058	206989	5721	2022-06-17 14:00:18	3017	18	5	
87	86	I Swear		[Dance Practice] SISTAR(씨스타)_I Swear_안무연습 Ver.		alternate	d	QFiAaqY2RpE	174	0	2014-08-26	2014-08-26 00:00:00	10916166	60951	1309	2022-06-16 15:31:34	502	4	0	
93	0	How Dare You	니까짓게	씨스타(SISTAR) - 니까짓게 Music Video (How Dare You)		main		DQ1hvB_L30o	174	0	2010-12-02	2010-12-02 00:00:00	11632420	44457	1811	2022-06-16 16:32:37	501	5	1	
94	93	How Dare You		씨스타(SISTAR) - over + 니까짓게 안무연습영상 (Over \\u0026 How dare you practice)		alternate		_P4nqBfQguU	174	0	2010-12-09	2010-12-10 00:00:00	1343383	5003	94	2022-06-16 21:30:38	11	0	0	
95	0	Shady Girl	가식걸	씨스타(SISTAR) - 가식걸 Music Video (Shady Girl)		main		7VpLniRbPI8	174	0	2010-08-24	2010-08-25 00:00:00	8307367	42285	1020	2022-06-17 14:32:38	618	5	0	JP
96	95	Shady Girl		씨스타(SISTAR) - 가식걸 안무연습영상(Shady girl practice)		alternate		znvqT0HL4p8	174	0	2010-09-15	2010-09-15 00:00:00	1571148	5950	120	2022-06-17 05:00:11	40	0	0	
97	0	Some	썸	소유(SoYou) X 정기고(JunggiGo) - 썸(Some) feat. 긱스 릴보이 (Lil Boi of Geeks) M/V		main		Y-FhDScM_2w	180	0	2014-02-06	2014-02-07 00:00:00	104459870	796206	10295	2022-06-16 18:31:32	19391	144	11	
102	0	PANDORA		KARA(카라) - PANDORA(판도라) Music Video		main		g0XpNvLWimo	117	0	2012-08-21	2012-08-22 00:00:00	39086018	171304	13802	2022-06-16 16:32:34	2926	17	4	
103	102	PANDORA		KARA(카라) - PANDORA(판도라) DANCE Music Video		alternate		IwzsrDrVHyY	117	0	2012-09-06	2012-09-07 00:00:00	7355577	37303	1345	2022-06-16 16:46:12	2083	9	0	
104	0	Jumping		KARA - 점핑(Jumping) M/V		main		SweXhOQPMdM	117	0	2010-11-17	2011-02-19 00:00:00	7727642	0	0	2022-06-16 16:15:10	1322	0	2	
106	0	MR.		KARA - ミスター M/V	Mister	main	j	s2EQm6WPMHs	117	0	2010-08-11	2011-03-07 00:00:00	35721597	0	0	2022-06-17 03:45:14	3971	0	0	
107	122	STEP		KARA - STEP M/V (Close up Ver.)		alternate		rFMRMPE_jdY	117	0	2011-09-22	2011-09-23 00:00:00	2589929	0	0	2022-06-17 11:17:35	53	0	0	KR
108	0	Damaged Lady		KARA(카라) - 숙녀가 못 돼 (Damaged Lady) M/V		main		_vHw17-zFa4	117	0	2013-09-01	2013-09-02 00:00:00	16780332	98051	5809	2022-06-16 15:45:13	1353	16	3	
117	0	Day 1		[MV] K.will(케이윌) _ Day 1(오늘부터 1일)		main		9KVVPxexz1c	114	0	2014-06-25	2014-06-26 00:00:00	29216464	196110	2788	2022-06-17 14:45:35	1826	14	2	
118	117	Day 1		[Dance Practice] K.will (케이윌) - Day 1 (오늘부터 1일) 안무 영상		alternate		mirU5JFmNNk	114	0	2014-06-29	2014-06-29 00:00:00	389693	6522	52	2022-06-17 09:18:09	8	0	0	
122	0	STEP		KARA - STEP M/V		main		zYoYoBtLqOY	117	0	2011-09-05	2011-09-05 00:00:00	112861842	0	0	2022-06-17 06:31:09	18513	0	5	
123	0	Bad Girl		Girls' Generation 少女時代 'BAD GIRL' MV		main	j	9gQs7damTIE	78	0	2011-08-10	2011-08-10 00:00:00	19101517	142900	18288	2022-06-16 16:00:44	1116	19	0	
124	0	The Boys		Girls' Generation 소녀시대 'The Boys' MV (KOR Ver.)		main		6pA_Tou-DPI	78	0	2011-10-18	2011-10-18 00:00:00	275610638	1997083	104233	2022-06-17 00:17:08	41072	605	12	
125	0	Gee		Girls' Generation 소녀시대 'Gee' MV		main		U7mPqycQ0tQ	78	0	2009-01-05	2009-06-08 00:00:00	293959464	2280097	71912	2022-06-17 00:30:04	38767	512	0	
127	0	Chocolate Love		Girls' Generation 소녀시대 'Chocolate Love' MV		main		A2NkGHkqDZk	78	0	2009-10-21	2009-10-21 00:00:00	14072893	87606	2550	2022-06-16 15:45:07	1004	24	0	
128	0	Oh!		Girls' Generation 소녀시대 'Oh!' MV		main		TGbwL8kSpEk	78	0	2010-01-26	2010-01-26 00:00:00	137401426	790502	28796	2022-06-17 05:02:46	12731	153	9	UK
129	0	Run Devil Run		Girls' Generation 소녀시대 'Run Devil Run' MV		main		q_gfD3nvh-8	78	0	2010-03-16	2010-03-17 00:00:00	117272893	710219	23162	2022-06-17 09:31:09	13086	115	4	
130	0	All my love is for you		GIRLS`GENERATION 少女時代_ALL MY LOVE IS FOR YOU_Music Video		main	j	kKAnYWNnYW8	78	0	2012-09-03	2012-09-03 00:00:00	33484445	291898	11419	2022-06-16 15:45:12	2431	29	0	
131	0	Oh!		GIRLS`GENERATION 少女時代_Oh!_Music Video		main	j	tXZWudcVzEg	78	0	2012-09-13	2012-09-13 00:00:00	46327594	243138	15947	2022-06-17 09:00:46	3799	43	0	
132	0	Paparazzi		Girls' Generation 少女時代 'PAPARAZZI' MV		main	j	IUqP1xzRZkw	78	0	2012-06-14	2012-06-14 00:00:00	73661627	489017	26906	2022-06-17 07:01:43	9207	119	0	
133	0	Twinkle		Girls' Generation-TTS 소녀시대-태티서 'Twinkle' MV		main		JmM04_OgajU	79	0	2012-04-30	2012-04-30 00:00:00	93468389	628193	35814	2022-06-17 08:00:37	5303	64	12	
134	142	Mr. Taxi		Girls' Generation 少女時代 'MR. TAXI' MV (JPN Ver.)		alternate	j	Fzr2Nv8NTEE	78	0	2012-04-03	2012-04-03 00:00:00	42536345	266911	7064	2022-06-17 08:30:07	19003	101	0	
135	0	I got a boy		Girls' Generation 소녀시대 'I GOT A BOY' MV		main		wq7ftOZBy0E	78	0	2012-12-31	2013-01-01 00:00:00	254479097	2043542	124409	2022-06-17 00:18:09	24200	252	6	
136	0	Hoot		Girls' Generation 소녀시대 '훗 (Hoot)' MV		main		F4-SxcCO5d0	78	0	2010-10-27	2010-10-28 00:00:00	52662255	288398	14166	2022-06-17 08:30:35	4030	46	8	
137	0	Time Machine		Girls' Generation 少女時代 'Time Machine' MV		main	j	fj-857Q_zEU	78	0	2012-04-03	2012-04-03 00:00:00	14009320	143750	2939	2022-06-16 16:00:40	1354	28	0	
138	137	Time Machine		少女時代 - Time Machine		duplicate	j	Dhx_R3YtcuM	78	0	2012-03-18	2012-03-19 00:00:00	2544164	0	0	2022-06-16 21:30:14	114	0	0	CA,CN,KR,PR,US
139	132	Paparazzi		Girls' Generation 少女時代 'PAPARAZZI' MV Dance Edit GOLD		alternate		c3-pUNhYORw	78	0	2012-06-22	2012-06-22 00:00:00	40867565	192052	9550	2022-06-16 17:31:08	6898	49	0	
140	132	Paparazzi		Girls' Generation 少女時代 'PAPARAZZI' MV Dance Edit 2		duplicate	j	ZXMzPTF6HYM	78	0	2012-06-14	2012-06-14 00:00:00	9338624	65614	4100	2022-06-16 16:02:02	137	4	0	
141	131	Oh!		GIRLS`GENERATION 少女時代_Oh!_Music Video Dance ver.		alternate	j	bXf5huCVSGE	78	0	2012-09-18	2012-09-18 00:00:00	9529629	61138	2428	2022-06-16 16:02:35	307	5	0	
142	0	Mr. Taxi		少女時代 / ＭＲ．ＴＡＸＩ　（DANCE VER.）		main	j	fhseD2tRLUY	78	0	2011-04-25	2011-04-25 00:00:00	161720883	0	0	2022-06-17 00:30:39	9677	0	0	
143	0	Dancing Queen	댄싱퀸	Girls' Generation 소녀시대 'Dancing Queen' MV		main		EXZxc8GSXnI	78	0	2012-12-21	2012-12-22 00:00:00	59591547	378171	21252	2022-06-17 08:02:15	5032	39	0	
144	0	Genie		Girls' Generation 少女時代 'Genie' MV (JPN Ver.)		main	j	fYP_3QEb5Yk	78	0	2010-09-08	2012-04-03 00:00:00	32899487	162664	5325	2022-06-16 15:45:09	6630	26	0	
151	152	Love & Girls		Girls' Generation 少女時代 'LOVE\\u0026GIRLS' at UNIVERSAL STUDIOS JAPAN®		duplicate	j	6cW9WjBTHU8	78	0	2013-06-23	2013-06-24 00:00:00	2980000	47128	1104	2022-06-17 12:45:38	126	4	0	
152	0	Love & Girls		Girls' Generation 少女時代 'LOVE\\u0026GIRLS' MV Dance ver.		main	j	6ex1YkDXelo	78	0	2013-06-04	2013-06-04 00:00:00	27348414	189803	6163	2022-06-16 15:46:56	2778	28	0	
153	0	Flower Power		GIRLS` GENERATION 少女時代_FLOWER POWER_Music Video		main	j	jG1cIlM1juw	78	0	2012-10-31	2012-10-31 00:00:00	48213065	279960	17076	2022-06-17 08:02:14	2738	36	0	
154	0	Galaxy Supernova		Girls' Generation 少女時代 'GALAXY SUPERNOVA' MV Dance ver.		main	j	Z6FPJOgfCkc	78	0	2013-09-04	2013-09-05 00:00:00	67127887	365268	18067	2022-06-17 08:02:46	7860	30	0	JP
155	0	My oh My		Girls' Generation 少女時代 'My Oh My' MV		main	j	RQy54gw-pls	78	0	2013-11-04	2013-11-04 00:00:00	45706662	315699	16304	2022-06-17 08:15:14	3127	35	0	
156	0	Mr.Mr.		Girls' Generation 소녀시대 'Mr.Mr.' MV		main		Z8j_XEn9b_8	78	0	2014-02-28	2014-02-28 00:00:00	95740752	882012	43319	2022-06-16 22:03:10	9028	93	9	
166	0	Visual Dreams		Visual Dreams (Intel Collaboration Song) _ MusicVideo		main		jBxW22JLUmg	78	0	2011-01-18	2011-01-18 00:00:00	11603527	67823	5071	2022-06-16 16:00:42	533	7	0	
167	128	Oh!		Girls' Generation 소녀시대 'Oh!' Dance Practice		alternate	d	S7SYWFeaSqc	78	0	2010-02-04	2010-02-04 00:00:00	13317132	108069	2263	2022-06-16 16:15:39	336	4	0	
168	129	Run Devil Run		Girls' Generation 소녀시대 'Run Devil Run' MV Story Ver.		alternate		MON0BrDxOuw	78	0	2010-03-30	2010-03-30 00:00:00	8458048	75975	1759	2022-06-16 16:47:45	138	6	0	
172	136	Hoot		Girls' Generation 소녀시대 '훗 (Hoot)' MV Dance Ver.		alternate		PfPWxK1BQFI	78	0	2010-11-16	2010-11-16 00:00:00	23260697	105936	4251	2022-06-16 16:03:02	4514	21	0	
176	0	Genie		Girls' Generation 소녀시대 '소원을 말해봐 (Genie)' MV		main		6SwiSpudKWI	78	0	2009-06-29	2010-02-25 00:00:00	79375140	560676	14004	2022-06-17 07:01:20	11481	131	0	
178	153	Flower Power		GIRLS`GENERATION少女時代_FLOWER POWER_Music Video Dance Ver.		alternate	j	-28kGJ-w8Sg	78	0	2012-10-31	2012-10-31 00:00:00	11687244	92056	4018	2022-06-16 16:15:39	2268	36	0	
179	156	Mr.Mr.		Girls' Generation 소녀시대 'Mr.Mr.' Dance Practice		alternate	d	DMNcXwxQA7Q	78	0	2014-03-30	2014-03-30 00:00:00	46768702	388418	12152	2022-06-17 08:47:38	4516	55	0	
184	0	Abracadabra		Brown Eyed Girls 'Abracadabra'		main		ofwFr8o8p0Y	37	0	2010-08-20	2010-08-20 00:00:00	39917678	269388	7761	2022-06-16 16:33:07	2754	39	0	
185	184	Abracadabra		Brown Eyed Girls 'Abracadabra' (Performance Version)		alternate		o4wJGWcHzVA	37	0	2010-08-21	2010-08-21 00:00:00	43579377	247518	5464	2022-06-17 04:01:13	15502	98	0	
186	16087	Kill Bill		Brown Eyed Girls(브라운아이드걸스) - KILL BILL(킬빌) MV		duplicate	h	8taPqxNjiz4	37	0	2013-07-28	2013-07-29 00:00:00	656786	12401	283	2022-06-17 07:32:47	6	0	0	
187	16087	Kill Bill		Brown Eyed Girls(브라운아이드걸스) - Kill Bill(킬빌) Dance ver. MV		alternate		JEWpCzdqs80	37	0	2013-08-02	2013-08-02 00:00:00	9262756	93428	1323	2022-06-16 16:17:35	1135	17	0	CN
188	0	Love Tension		4MINUTE - 'Love Tension' (Official Music Video)		main		omRLij2knRk	7	0	2012-08-06	2012-08-07 00:00:00	10501185	69385	2031	2022-06-16 16:02:30	567	8	0	
189	0	Volume Up		4MINUTE  - 'Volume Up' (Official Music Video)		main		qsWl1--Niyg	7	0	2012-04-08	2012-04-08 00:00:00	46826460	341906	10448	2022-06-17 07:32:17	7713	76	3	
190	0	Ready Go		4MINUTE - 'Ready Go' (Official Music Video)		main	j	gy13NPM4rMs	7	0	2011-11-14	2011-11-14 00:00:00	14061185	68078	2198	2022-06-16 16:02:36	433	5	0	
191	0	WHY		4Minute - 'WHY' (Official Music Video)		main	j	bqYWpzb65rE	7	0	2011-02-08	2011-02-08 00:00:00	10346933	44460	1329	2022-06-16 16:15:41	340	0	0	
192	0	I My Me Mine		4MINUTE - 'I My Me Mine' (Official Music Video)		main		OGvwy3qhjDM	7	0	2010-07-04	2010-07-05 00:00:00	28607634	107190	3496	2022-06-16 16:02:35	2527	24	0	
193	0	HuH		4MINUTE - 'HUH (Hit Your Heart)' (Official Music Video)		main		kRbIZtUS2Ag	7	0	2010-05-20	2010-05-20 00:00:00	35266180	158565	4724	2022-06-17 09:01:15	5651	38	1	
194	0	Heart to Heart		4MINUTE - 'Heart to Heart' (Official Music Video)		main		h97jt1XtnGQ	7	0	2011-03-28	2011-03-28 00:00:00	21865433	136113	4358	2022-06-17 12:46:08	1277	17	0	JP
195	0	Mirror Mirror	거울아거울아	4MINUTE - '거울아거울아 (Mirror Mirror)' (Official Music Video)		main		1fOG_wcV_oU	7	0	2011-04-04	2011-04-04 00:00:00	16579676	82608	3143	2022-06-16 16:15:39	1342	7	1	
196	0	Whatcha Doin' Today	오늘 뭐해	포미닛 (4MINUTE) - '오늘 뭐해 (Whatcha Doin' Today)' (Official Music Video)		main		4xLFxfXWDUk	7	0	2014-03-16	2014-03-16 00:00:00	25452406	198794	10878	2022-06-16 16:00:43	1575	22	2	
197	0	Is It Poppin'?	물 좋아?	4MINUTE - '물 좋아? (Is It Poppin'?)' (Official Music Video)		main		DRSRpXPZVdM	7	0	2013-06-27	2013-06-28 00:00:00	29392530	169302	7246	2022-06-17 14:15:39	1901	12	0	
198	0	What's Your Name	이름이 뭐예요?	4MINUTE - '이름이 뭐예요? (What's Your Name?)' (Official Music Video)		main		H-IJWqIHioA	7	0	2013-04-25	2013-04-26 00:00:00	43982810	276971	13719	2022-06-17 08:02:10	3787	34	7	
199	0	RED	빨개요	HYUNA(현아) - '빨개요 (RED)' (Official Music Video)		main		oTXCgR93zC8	93	0	2014-07-27	2014-07-28 00:00:00	93644236	668779	39783	2022-06-17 07:31:06	9156	86	2	
201	0	First		4MINUTE - 'FIRST' (Official Music Video)		main	j	P1L8k4KXmbs	7	0	2010-10-21	2010-10-22 00:00:00	8038452	33617	1314	2022-06-16 16:03:03	327	4	0	
203	0	Change		HYUNA - 'CHANGE' (Official Music  Video)		main		G6JppjQSTh8	93	0	2010-01-04	2013-01-28 00:00:00	46893866	290884	9435	2022-06-17 07:47:33	9305	69	0	
204	0	Bubble Pop!		HYUNA - 'Bubble Pop!' (Official Music Video)		main		bw9CALKOvAI	93	0	2011-07-04	2011-07-04 00:00:00	157362009	808408	64596	2022-06-17 00:17:39	11675	150	0	
205	0	Ice Cream		HYUNA - 'Ice Cream' (Official Music Video)		main		QlWZluzBNxM	93	0	2012-10-21	2012-10-22 00:00:00	113817770	555852	69872	2022-06-17 06:32:17	3396	46	1	KR
206	0	Electric Shock	일렉트 쇼크	f(x) 에프엑스 'Electric Shock' MV		main		n8I8QGFA1oM	65	0	2012-06-11	2012-06-12 00:00:00	137601726	1023649	36380	2022-06-17 05:18:09	10279	102	9	
207	196	Whatcha Doin' Today		4MINUTE - 오늘 뭐해 (Whatcha Doin' Today) (Choreography Practice Video)		alternate	d	0K1fWppGvgk	7	0	2014-03-24	2014-03-25 00:00:00	15697348	100846	1851	2022-06-16 16:17:35	1299	10	0	CN
208	196	Whatcha Doin' Today		4MINUTE - 오늘 뭐해 (Whatcha Doin' Today) (Choreography Practice Video: Girls Only)		alternate		pv5bD2w456Q	7	0	2014-04-03	2014-04-04 00:00:00	497593	7255	253	2022-06-17 08:33:07	10	0	0	
209	198	What's Your Name		4MINUTE - 이름이 뭐예요? (What's Your Name?) (Choreography Practice Video)		alternate	d	t2NIqgjGri4	7	0	2013-04-28	2013-04-29 00:00:00	3406253	24517	508	2022-06-17 05:15:09	72	0	0	
210	204	Bubble Pop!		HYUNA - 'Bubble Pop!' (Choreography Practice video)		alternate	d	uf0iPEjcM44	93	0	2011-07-11	2011-07-11 00:00:00	10898236	60682	2111	2022-06-16 16:30:06	314	5	0	CN
211	199	Red		HYUNA - 빨개요 (RED) (Choreography Practice Video)		alternate	d	eexwtJ3YHgQ	93	0	2014-08-03	2014-08-04 00:00:00	16055342	125802	1997	2022-06-16 16:30:08	660	5	0	CN
218	0	Heart to Heart		4MINUTE - 'HEART TO HEART' (JAPANESE VERSION) (Official Music Video)		main	j	M-XXJJFZcXg	7	0	2011-08-15	2011-08-15 00:00:00	4927979	27848	1081	2022-06-17 05:00:11	229	2	0	
221	0	Red Light		f(x) 에프엑스 'Red Light' MV		main		iv-8-EgPEY0	65	0	2014-07-02	2014-07-03 00:00:00	49527829	572494	20221	2022-06-17 08:16:14	3482	69	5	KR
222	0	Rum Pum Pum Pum	첫 사랑니	f(x) 에프엑스 '첫 사랑니 (Rum Pum Pum Pum)' MV		main		xnku4o3tRB4	65	0	2013-07-24	2013-07-24 00:00:00	67265293	683259	25818	2022-06-17 07:47:03	7377	109	4	
223	0	Nu Abo	NU 예삐오	f(x) 에프엑스 'NU 예삐오 (NU ABO)' MV		main		E8ZrPFMr_nY	65	0	2010-05-04	2010-05-04 00:00:00	38221675	248423	5860	2022-06-16 16:30:06	3094	31	0	CN
224	0	LA chA TA	라차타	f(x) 에프엑스 '라차타 (LA chA TA)' MV		main		H7MHZpSNJQc	65	0	2009-09-02	2009-09-03 00:00:00	20015139	162250	3153	2022-06-17 06:03:09	2052	28	0	
227	0	Chu		f(x) 에프엑스 'Chu~♡' MV		main		Cnz2n5VcV4Q	65	0	2009-11-05	2009-11-06 00:00:00	19125437	148627	3309	2022-06-17 05:46:39	1245	25	0	
