id	id_parent	name	kname	original_name	name_aka	vtype	tags	vlink	id_artist	id_original_artist	releasedate	publishedon	views	likes	dislikes	lastupdate	recentviews	recentlikes	awards	regionlocked
2775	0	My Melody	마이 멜로디	[MV] 이달의 소녀/하슬, 여진 (LOONA/HaSeul, YeoJin) “My Melody”		main		wUBrO83fTbY	316	0	2017-01-17	2017-01-17 00:00:00	991009	47819	125	2022-06-17 13:15:40	340	14	0	
2776	0	Love&Live	지금, 좋아해	[MV] 이달의 소녀 1/3 (LOONA 1/3) "지금, 좋아해(Love\\u0026Live)"		main		4K4b9Z9lSwc	316	0	2017-03-12	2017-03-13 00:00:00	3377394	126956	840	2022-06-17 11:47:01	1881	61	0	
2777	0	Everyday I love you	에브리데이 아이 러브 유	[MV] 이달의 소녀/ViVi (LOONA/비비) “Everyday I Love You (Feat. HaSeul)”		main		ZNcBZM5SvbY	2686	0	2017-04-16	2017-04-17 00:00:00	4858978	160875	849	2022-06-17 02:16:10	1966	51	0	
2778	0	Sonatine	알 수 없는 비밀	[MV] 이달의 소녀 1/3 (LOONA 1/3) "알 수 없는 비밀(Sonatine)"		main		a6JmCdDs_GM	316	0	2017-04-26	2017-04-27 00:00:00	2804428	97497	369	2022-06-16 22:47:00	1355	115	0	
2779	0	Everyday I Need You	에브리데이 아이 니드 유	[MV] 이달의 소녀/ViVi (LOONA/비비) “Everyday I Need You (Feat. JinSoul)”		main		yphYFDJ4J4w	2686	0	2017-05-13	2017-05-13 00:00:00	1262095	60830	227	2022-06-17 10:31:39	435	28	0	
2780	0	Eclipse	이클립스	[MV] 이달의 소녀/김립 (LOONA/Kim Lip) "Eclipse"		main		_qJEoSa3Ie0	2048	0	2017-05-22	2017-05-23 00:00:00	13449658	313628	1758	2022-06-17 13:00:15	4792	80	0	
2781	0	Singing in the rain	싱잉 인 더 레인	[MV] 이달의 소녀/진솔 (LOONA/JinSoul) "Singing in the Rain"		main		RWeyOyY_puQ	2687	0	2017-06-25	2017-06-26 00:00:00	12174537	304420	1947	2022-06-17 12:46:05	3521	55	0	JP
2782	0	Rain 51db	비의 목소리 51db	[MV] 이달의 소녀 1/3 (LOONA 1/3) "비의 목소리 51db(Rain 51db)"	Rain 51db;비의 목소리 51데시벨	main		GhcY79E7am0	316	0	2017-07-06	2017-07-06 00:00:00	760152	41878	100	2022-06-17 13:30:07	483	14	0	UK,CN
2783	0	Love Cherry Motion	러브 체리 모션	[MV] 이달의 소녀/최리 (LOONA/Choerry) "Love Cherry Motion"		main		VBbeuXW8Nko	2049	0	2017-07-27	2017-07-28 00:00:00	9829318	265122	1434	2022-06-17 13:01:12	3426	82	0	CA,PR,US
2784	0	Girl Front	걸 프론트	[MV] 이달의 소녀 오드아이써클 (LOONA/ODD EYE CIRCLE) "Girl Front"		main		tyInv6RWL0Q	316	0	2017-09-20	2017-09-21 00:00:00	13112586	294737	1724	2022-06-17 12:47:11	4470	76	0	
2785	0	Loonatic	루나틱	[MV] LOONA/ODD EYE CIRCLE "LOONATIC (Official Lyric Video)”	Loonatic	main		XznW8Ti6WWk	316	0	2017-10-23	2017-10-23 00:00:00	2835838	100240	324	2022-06-16 23:16:08	1455	37	0	
2786	0	Sweet crazy love	스윗 크레이지 러브	[MV] 이달의 소녀 오드아이써클 (LOONA/ODD EYE CIRCLE) "Sweet Crazy Love"	Sweet crazy love	main		cG7FkoNKBzI	316	0	2017-10-30	2017-10-31 00:00:00	4632645	168055	631	2022-06-17 00:33:19	2214	46	0	
2787	0	New	뉴	[MV] 이달의 소녀/이브 (LOONA/Yves) "new"		main		LIDe-yTxda0	2116	0	2017-11-27	2017-11-28 00:00:00	9624250	238045	1075	2022-06-17 06:16:22	2249	60	0	
2788	0	Heart Attack	하트 어택	[MV] 이달의 소녀/츄 (LOONA/Chuu) "Heart Attack"		main		BVVfMFS3mgc	2117	0	2017-12-27	2017-12-28 00:00:00	27783615	763385	4106	2022-06-17 06:16:24	16794	467	0	
2789	0	One&Only	원&온리	[MV] 이달의 소녀/고원 (LOONA/Go Won) "One\\u0026Only"	원앤온리	main		m5qwcYL8a0o	2118	0	2018-01-29	2018-01-30 00:00:00	7381453	187078	1131	2022-06-17 13:01:40	2135	70	0	
2790	0	Egoist	이고이스트	[MV] 이달의 소녀/Olivia Hye (LOONA/올리비아 혜) "Egoist (Feat. JinSoul)"		main		UkY8HvgvBJ8	2153	0	2018-03-29	2018-03-30 00:00:00	13821561	347657	2203	2022-06-17 06:15:24	3624	58	0	
2791	0	Love4eva (LOOΠΔ/yyxy)		[MV] 이달의 소녀 yyxy (LOONA/yyxy) "love4eva (feat. Grimes)"	Love4eva	main		tIWpr3tHzII	316	0	2018-05-30	2018-05-30 00:00:00	18200325	412377	4073	2022-06-17 06:02:11	5854	116	0	
2792	0	Livin' it up		MONSTA X　「LIVIN' IT UP」Music Video		main	j	YWL9ClaTm6E	143	0	2018-08-01	2018-08-01 00:00:00	15830957	422904	1971	2022-06-17 06:16:20	1864	23	0	
2793	2720	Love U		CHUNG HA 청하 'Love U' Official Performance Video		alternate		7GbiVol9xi0	312	0	2018-08-01	2018-08-01 00:00:00	782984	35864	116	2022-06-17 13:45:11	66	0	0	
2795	0	Killing me	죽겠다	iKON - '죽겠다(KILLING ME)' M/V		main		RyVS7R9PN6U	95	0	2018-08-02	2018-08-02 00:00:00	212113781	3561241	40214	2022-06-16 22:45:35	40813	370	1	
2796	6197	When it rains		비투비-블루(BTOB-BLUE) - '비가 내리면(When it rains)' Official Music Video		duplicate		2urMSQ2Ms9o	39	0	2018-08-02	2018-08-02 00:00:00	1384718	75446	201	2022-06-17 11:46:06	213	3	0	
2797	0	I go		[MV] Stella Jang(스텔라장) _ I Go(아이고)		main		DFi56kyWmMw	317	0	2018-08-02	2018-08-03 00:00:00	267662	6852	61	2022-06-16 18:02:38	32	0	0	
2798	0	Cheerleader		[MV] Stella Jang(스텔라장) _ Cheerleader (Feat. Olltii)(치어리더 (Feat. 올티))		main		77P7uxM-ToE	317	0	2017-11-01	2017-11-01 00:00:00	673834	23400	256	2022-06-17 13:30:09	134	6	0	UK,CN
2799	0	It's raining		[MV] Stella Jang(스텔라장) _ It's Raining (Feat. Louie(루이) of GEEKS(긱스))		main		ZSITj0NLBL4	317	0	2015-03-22	2015-03-23 00:00:00	292268	5548	37	2022-06-17 13:45:43	18	2	0	JP
2803	2795	Killing Me		iKON - '죽겠다(KILLING ME)' DANCE PRACTICE VIDEO		alternate	d	W6_j0LqPIXk	95	0	2018-08-02	2018-08-03 00:00:00	28946478	876303	5105	2022-06-16 16:32:33	2521	58	0	
2804	0	Chaser		UP10TION 『CHASER』MV		main	j	qOi8FgUcxrQ	213	0	2018-08-06	2018-08-06 00:00:00	364763	20461	84	2022-06-17 14:01:19	31	0	0	
2805	0	Power Up	파워 업	Red Velvet 레드벨벳 'Power Up' MV		main		aiHSVQy9xN8	165	0	2018-08-06	2018-08-06 00:00:00	119857311	2029210	57307	2022-06-17 06:17:17	13906	155	10	
2806	0	My Pace	마이 페이스	Stray Kids "My Pace" M/V		main		pok5yDw77uM	288	0	2018-08-06	2018-08-06 00:00:00	109360555	2285580	19058	2022-06-17 06:15:48	19087	484	0	
2807	0	OMG		정준영밴드 (JJY BAND) - OMG MV		main		i3NBn3lus6I	318	0	2015-05-26	2015-05-27 00:00:00	1148827	22894	3412	2022-06-17 13:45:08	39	0	0	
2808	0	Mistake		[MV] Drug Restaurant(드럭 레스토랑) _ Mistake		main		WYWCfpNDg28	318	0	2016-06-07	2016-06-07 00:00:00	3440557	143760	1945	2022-06-17 02:30:39	248	9	0	
2809	0	Her		[MV] Drug Restaurant _ Her		main		IjDn1HXrNTY	318	0	2018-01-01	2018-01-02 00:00:00	894202	34862	240	2022-06-17 13:33:11	59	0	0	
2810	0	Drink O2 in the water		[MV] Drug Restaurant _ Drink O2 in the water		main		G8NSWRptL-8	318	0	2017-08-03	2017-08-04 00:00:00	173245	10745	87	2022-06-16 18:16:10	4	0	0	
2811	0	Let Me		골든차일드(Golden Child) “LET ME” Official MV		main		mGdsghfV1ow	319	0	2018-07-04	2018-07-04 00:00:00	2626944	100660	1735	2022-06-16 21:15:18	417	13	0	CA,GL,IO,KP,PR,SS,UM,US,VI
2812	0	DamDaDi		골든차일드(Golden Child) "담다디 (DamDaDi)" Official MV		main		lpMdr_5bygo	319	0	2017-08-28	2017-08-28 00:00:00	5130720	218207	1929	2022-06-17 02:03:16	443	11	0	
2813	2816	It's U		골든차일드(Golden Child) "너라고 (It's U)" Official MV		duplicate		fq56d1YiLFE	319	0	2018-01-29	2018-01-29 00:00:00	1608022	78498	670	2022-06-16 23:31:57	137	2	0	CN,KR,TH
2814	0	Lady		골든차일드(Golden Child) "LADY" Official MV		main		dnXc0UQ1zq0	319	0	2018-03-13	2018-03-13 00:00:00	1764003	73586	609	2022-06-16 22:47:02	223	2	0	
2815	2814	Lady		골든차일드(Golden Child) “LADY” (Choreography Ver.) MV		alternate		oZ52QAa6L08	319	0	2018-04-02	2018-04-02 00:00:00	289757	19024	81	2022-06-17 14:02:43	29	3	0	
2816	0	It's U		[MV] Golden Child (골든차일드) _ It's U (너라고)		main		Ji7zaGcCetU	319	0	2018-01-29	2018-01-29 00:00:00	3140771	57560	1418	2022-06-17 11:30:08	76	0	0	
2817	2811	Let Me		골든차일드(Golden Child) “LET ME” (Choreography Ver.) MV		alternate		JHviSzJ0SPU	319	0	2018-07-29	2018-07-29 00:00:00	177486	14191	60	2022-06-16 18:30:04	24	3	0	
2818	0	Diamond Girl		MXM (BRANDNEWBOYS) – ‘다이아몬드걸’ Official M/V		main		ZmTVq81q35M	320	0	2018-01-10	2018-01-10 00:00:00	2123578	105217	471	2022-06-16 22:32:26	69	2	0	
2819	0	I'm the one		MXM (BRANDNEW BOYS) – ‘I’M THE ONE’ Official M/V		main		Hm3NfHbc9UU	320	0	2017-09-06	2017-09-06 00:00:00	4313270	182784	890	2022-06-17 02:02:41	131	2	0	
2820	0	Gone cold		MXM (BRANDNEWBOYS) – ‘식어버린 온도 (GONE COLD)’ Official M/V		main		JwCGWTZrfYY	320	0	2018-03-06	2018-03-06 00:00:00	822123	46880	200	2022-06-17 13:32:03	20	2	0	
2821	2818	Diamond Girl		MXM (BRANDNEWBOYS) – ‘다이아몬드걸’ Performance Ver.		alternate		9C7hh5k8kXA	320	0	2018-01-22	2018-01-22 00:00:00	108128	12074	20	2022-06-16 18:17:40	3	0	0	
2822	2820	Gone cold		MXM (BRANDNEWBOYS) – ‘식어버린 온도(GONE COLD)’ Acoustic Ver.		alternate		lTcIzdo_qiI	320	0	2018-03-13	2018-03-13 00:00:00	137859	12862	22	2022-06-16 18:30:11	13	4	0	
2823	0	You You You		[MV] FLY TO THE SKY(플라이 투 더 스카이) _ You You You(너를 너를 너를)		main		b_5AkvUN6EI	321	0	2014-05-19	2014-05-20 00:00:00	2476865	17703	347	2022-06-17 04:18:08	143	2	2	JP
2824	0	It happens to be that way		[MV] FLY TO THE SKY(플라이 투 더 스카이) _ It happens to be that way(그렇게 됐어)		main		Q8KO4sekJyI	321	0	2015-09-13	2015-09-13 00:00:00	1179385	8476	226	2022-06-17 13:16:48	65	0	0	
2825	0	Your Season		[MV] FLY TO THE SKY(플라이 투 더 스카이) _ Your Season(너의 계절)		main		yFOOCA6XW08	321	0	2017-11-15	2017-11-15 00:00:00	763674	7994	131	2022-06-17 13:45:10	61	0	0	
2826	0	If I have to hate you		[MV] FLY TO THE SKY(플라이 투 더 스카이) _ If I have to hate you(미워해야 한다면)		main		KiQ8OIiNwmY	321	0	2015-09-13	2015-09-14 00:00:00	821194	6355	90	2022-06-17 13:46:07	65	0	0	
2827	0	Years apart		[MV] FLY TO THE SKY(플라이 투 더 스카이) _ Years Apart(십년이 지나도)		main		_nGxSiBFmDE	321	0	2014-06-04	2014-06-05 00:00:00	100010	1273	14	2022-06-16 18:15:41	5	0	0	
2828	0	Broken		[MV] NELL(넬) _ Broken(부서진)		main		RKtz96EnMF4	230	0	2017-07-25	2017-07-25 00:00:00	787064	19500	184	2022-06-17 13:47:11	41	0	0	
2829	0	Full Moon		NELL(넬) _ Full moon (Animation Music Video)		main		vwcU5iwIKYQ	230	0	2017-03-13	2017-03-13 00:00:00	153872	5635	83	2022-06-16 17:48:07	14	0	0	
2830	0	Vain hope		[MV] NELL(넬) _ Vain hope(희망고문)		main		uwyWMhb0nlU	230	0	2016-09-06	2016-09-07 00:00:00	998494	14984	169	2022-06-17 13:47:12	113	3	0	
2831	0	Dream catcher		[MV] NELL(넬) _ Dream catcher		main		6nepzo6LZqs	230	0	2016-08-18	2016-08-19 00:00:00	854693	11410	104	2022-06-17 13:32:08	58	0	0	KR
2832	0	Lost in Perspective		넬(NELL) "3인칭의 필요성" Official MV		main		Nx_IUlhj66E	230	0	2015-12-01	2015-12-01 00:00:00	718305	10607	81	2022-06-17 13:32:40	57	0	0	
2833	0	Star Shell		넬(NELL) "Star Shell" Official MV		main		kgB219Noobk	230	0	2015-09-17	2015-09-17 00:00:00	507243	10139	75	2022-06-17 14:01:45	25	0	0	
2834	0	The great escape		NELL "소멸탈출/ The great escape/ 消滅脱出" Official MV		main		t4q65LaMnKw	230	0	2014-04-13	2014-04-13 00:00:00	412986	8120	44	2022-06-17 14:00:16	20	0	0	
2835	0	Four times around the sun		NELL "지구가 태양을 네번/ Four times around the sun/ 地球が太陽を4回" Official MV		main		g5cVE-i5wHI	230	0	2014-02-26	2014-02-26 00:00:00	2172257	21159	297	2022-06-16 23:15:12	202	2	0	
2836	0	Ocean of Light		NELL 'OCEAN OF LIGHT' MV		main		0Ze0TVXXHJ4	230	0	2013-06-09	2013-06-10 00:00:00	1947545	31834	311	2022-06-17 10:31:11	122	0	0	
2837	14323	White Night		[MV]NELL'백야(White night_白夜)'		duplicate		foUVjorLgZc	230	0	2012-12-02	2012-12-03 00:00:00	749662	9956	85	2022-06-17 14:02:16	7	2	0	
2838	0	Loosing Heart		넬(Nell) -  마음을 잃다(Loosing Heart)		main		zB8oLFAvpDo	230	0	2011-04-20	2011-04-21 00:00:00	714125	3077	80	2022-06-17 13:47:07	178	0	0	
2839	13110	Hello Hello		B.I.G(비아이지) - HELLO HELLO  (performance ver.)		duplicate		eqf_ImHjyt0	322	0	2017-05-23	2017-05-23 00:00:00	268668	16706	148	2022-06-17 14:15:14	7	2	0	BL,BQ,CW,MF,SS,SX
2840	13111	1.2.3		B.I.G(비아이지) - 1.2.3(원투쓰리) MV		duplicate		MiPzDTW4Ync	322	0	2017-02-12	2017-02-12 00:00:00	105999	8817	34	2022-06-16 18:30:07	5	0	0	
2841	0	Aphrodite		비아이지 (B.I.G) - 아프로디테 (APHRODITE)  MV		main		fqjI5JRSj24	322	0	2016-05-16	2016-05-16 00:00:00	1370914	60223	291	2022-06-16 22:17:33	101	3	0	JP
2842	13112	Taola		B.I.G(비아이지) 타올라(TAOLA) Music Video		duplicate		ofqwOk-0wGk	322	0	2015-11-16	2015-11-17 00:00:00	166124	7401	27	2022-06-16 18:30:41	2	0	0	
2843	13115	Between Night n Music		B.I.G(비아이지) 밤과 음악 사이(Between Night n Music) M/V		duplicate		cnlPJM_p0m8	322	0	2015-03-05	2015-03-06 00:00:00	66661	2765	16	2022-06-16 18:18:05	0	2	0	
2844	0	Sorry for my English		IN2IT (인투잇) - Sorry For My English MV		main		lNGGNKc_r_U	323	0	2018-07-26	2018-07-26 00:00:00	1828678	138883	1123	2022-06-17 10:45:05	84	0	0	
2845	15546	Snapshot		IN2IT - SnapShot MV		duplicate		uosfsiwIwZo	323	0	2018-04-19	2018-04-19 00:00:00	30775	3891	7	2022-06-16 18:32:05	2	0	0	
2846	15545	Amazing		IN2IT - AMAZING MV		duplicate		1CifUug5_Hg	323	0	2017-10-25	2017-10-26 00:00:00	98784	9209	45	2022-06-16 18:18:09	4	0	0	
2847	4424	Fanfare		SF9 - 팡파레(Fanfare) MUSIC VIDEO		duplicate		WPJ73QUG0MY	270	0	2016-10-04	2016-10-05 00:00:00	1208849	67640	444	2022-06-17 14:00:46	34	4	0	
2848	4423	Mamma Mia		SF9 - MAMMA MIA Performance Video		alternate		w4umATwH8sc	270	0	2018-03-23	2018-03-24 00:00:00	877281	31848	132	2022-06-17 14:01:47	201	0	0	
2849	4422	O Sole Mio		SF9 - 오솔레미오(O Sole Mio) 안무 연습 영상 (Dance Practice Video) Halloween Ver.		alternate	d	yDXdIT1TAqM	270	0	2017-10-31	2017-10-31 00:00:00	408440	28017	63	2022-06-17 14:02:18	38	2	0	
2850	0	Easy Love		[MV] SF9(에스에프나인) _ Easy Love(쉽다)		main		YPl7Boo_1ZY	270	0	2017-04-17	2017-04-18 00:00:00	10193809	290174	1450	2022-06-17 12:48:15	940	15	0	
2851	0	Roar		[MV] SF9(에스에프나인) _ ROAR(부르릉)		main		lLg_k_QpFgQ	270	0	2017-02-05	2017-02-05 00:00:00	4541341	161516	1017	2022-06-17 00:32:53	230	3	0	KR
2852	0	So Beautiful		[MV] SF9 (에스에프나인) _ So Beautiful(너와 함께라면)		main		eEPRgPPclkg	270	0	2016-12-21	2016-12-21 00:00:00	1610728	61584	356	2022-06-16 23:15:34	78	4	0	
2853	0	favOriTe	페이보릿	[MV] 이달의 소녀 (LOONA) "favOriTe"		main		AFJPFfnzZ7w	316	0	2018-08-07	2018-08-07 00:00:00	13870473	413236	12211	2022-06-17 12:48:09	2944	79	0	
2854	2844	Sorry for my English		IN2IT - Sorry For My English MV (Performance Ver.)		alternate		rWmPjmDSrXc	323	0	2018-08-07	2018-08-07 00:00:00	73535	8694	15	2022-06-16 18:31:40	9	0	0	CN
2855	0	Hot Sugar		[M/V] Turbo(터보) - Hot Sugar(뜨거운 설탕)		main		luZjufC_g34	206	0	2017-07-25	2017-07-25 00:00:00	2125007	36096	650	2022-06-16 22:45:10	146	0	0	
2856	0	Knockin' on my heaven's door		KARD - Knockin' on my heaven's door Choreography video		main	d	CMY14zAYUCA	113	0	2018-08-08	2018-08-08 00:00:00	3477229	152708	959	2022-06-17 02:02:13	560	10	0	
2857	0	Forever Young		BLACKPINK - 'Forever Young' DANCE PRACTICE VIDEO (MOVING VER.)		main	d	89kTb73csYg	31	0	2018-06-20	2018-06-21 00:00:00	212292779	3623272	73033	2022-06-17 12:45:08	56223	893	0	
2858	0	WooWoo		DIA 다이아 ‘우우(WooWoo)’ Official Music Video		main		j1OUMTMwVsY	55	0	2018-08-09	2018-08-09 00:00:00	6373112	126036	5153	2022-06-17 12:48:10	700	12	1	
2859	0	Up&Down		EXID UP\\u0026DOWN［JAPANESE VERSION］OFFICIAL MV		main	j	WuhN1vz8uvY	60	0	2018-08-10	2018-08-10 00:00:00	6725002	194156	1740	2022-06-17 12:48:10	593	7	0	
2860	0	Page 0		[STATION X 0] 태연 (TAEYEON) X 멜로망스 'Page 0' MV		main		X46z6f24c7o	324	0	2018-08-10	2018-08-10 00:00:00	4891776	139766	2656	2022-06-17 00:33:20	244	5	0	
2861	6626	Ryo		크러쉬(Crush) - 'RYO (Feat. CIFIKA, Byung Un of Balming Tiger)' M/V		duplicate		lNjO0DXR5OM	49	0	2018-08-10	2018-08-10 00:00:00	71183	2436	26	2022-06-16 18:32:05	2	0	0	
2862	0	Lollipop		IMFACT - 롤리팝 Lollipop Official M/V		main		W_CTPzCHElU	325	0	2016-01-26	2016-01-27 00:00:00	2197435	94604	994	2022-06-17 10:45:12	106	6	0	
2863	0	Feel so good		임팩트 IMFACT - Feel So Good Official M/V		main		JOXVTjlF2pk	325	0	2016-11-10	2016-11-10 00:00:00	844702	48573	227	2022-06-17 13:45:08	28	0	0	
2864	0	The Light		임팩트 IMFACT - 빛나 The Light Official M/V		main		Hv8UhEjL2yA	325	0	2018-04-16	2018-04-17 00:00:00	787161	45629	160	2022-06-17 13:46:07	50	0	0	
2865	0	Tension Up		임팩트 IMFACT - 텐션업 Tension Up Official M/V		main		_BNlXODCoaI	325	0	2017-04-04	2017-04-05 00:00:00	768844	47518	176	2022-06-17 13:47:40	34	3	0	IO,KP,SS
2866	0	In The Club		임팩트 IMFACT - 니가 없어 In The Club Official M/V		main		gkw13o9GPtg	325	0	2017-01-24	2017-01-24 00:00:00	371976	22162	70	2022-06-17 14:02:14	30	0	0	
2867	0	Baby		ASTRO 아스트로 - Baby M/V		main		IwqEXtsvaDg	20	0	2017-05-28	2017-05-29 00:00:00	26890862	781791	4063	2022-06-17 08:00:38	6828	69	0	
2868	0	Confession		ASTRO 아스트로 - 고백(Confession) M/V		main		tuAm9KH2dkY	20	0	2016-11-09	2016-11-09 00:00:00	14368091	369630	2094	2022-06-17 12:47:47	3015	55	0	
2869	0	Remove		[Double S 301(더블에스301)] - REMOVE (MUSIC VIDEO)		main		yQwAri7qFRg	326	0	2016-12-08	2016-12-08 00:00:00	921897	24129	116	2022-06-17 13:45:44	150	2	0	JP
2870	0	Pain		[Double S 301(더블에스301)] - PAIN (MUSIC VIDEO)		main		Lh8857K5Pjs	326	0	2016-02-15	2016-02-15 00:00:00	3929993	82054	582	2022-06-16 22:47:01	616	5	1	
2871	0	Ah-ha		[Double S 301(더블에스301)] - 아하(AH-HA) (MUSIC VIDEO)		main		BQEFnUtTd7E	326	0	2016-06-08	2016-06-08 00:00:00	2472894	51505	374	2022-06-17 10:31:41	359	3	0	
2872	2870	Pain		[Double S 301(더블에스301)] - PAIN (NO CUT DANCE VIDEO)		alternate	d	0WnENgFiJ_0	326	0	2016-02-21	2016-02-22 00:00:00	449093	15511	78	2022-06-17 14:02:42	25	2	0	
2873	0	To Mine		나인뮤지스[9MUSES] _ Special Clip(스페셜클립) To. MINE		main		jUnZM0QE0tY	9	0	2018-08-11	2018-08-11 00:00:00	57782	4668	22	2022-06-16 18:17:04	12	0	0	
2875	5726	Rollin'		[MV] Brave Girls(브레이브걸스) _ Rollin'(롤린) (New Version)		alternate		MthLgPs7oU4	36	0	2018-08-11	2018-08-11 00:00:00	8387824	249775	3284	2022-06-17 03:48:17	1999	36	0	
2878	0	Deepened		브레이브걸스 - 변했어 공식 뮤직 비디오 / Brave Girls - Deepened Official Music Video		main		0_pC3KXT2r4	36	0	2016-02-15	2016-02-16 00:00:00	1798000	46716	375	2022-06-17 11:30:07	761	3	0	
2880	0	Insomnia		Stray Kids "불면증" Video (Street Ver.)		main		N6WYvY5DMlw	288	0	2018-08-12	2018-08-12 00:00:00	5646243	400567	513	2022-06-17 00:45:13	3714	184	0	CN
2881	0	Banana Allergy Monkey	바나나 알러지 원숭이	[MV] OH MY GIRL BANHANA(오마이걸 반하나) _ Banana allergy monkey(바나나 알러지 원숭이)		main		rW9r_1ys2ec	327	0	2018-04-02	2018-04-02 00:00:00	9547491	150991	18342	2022-06-17 12:48:13	792	9	0	
2882	0	Ya Ya Ya		MXM (BRANDNEWBOYS) – 'YA YA YA’ OFFICIAL M/V		main		gCb6XJ_2Z3E	320	0	2018-08-14	2018-08-14 00:00:00	1847537	105607	440	2022-06-16 22:46:05	102	0	0	
2883	0	Hann	한	(여자)아이들((G)I-DLE) - '한(一)(HANN(Alone))' Official Music Video	Alone	main		OKNXn2qCEws	292	0	2018-08-14	2018-08-14 00:00:00	130158857	2055716	39533	2022-06-17 06:15:55	44873	729	3	
2884	0	Feeling		[M/V] UNB - 감각 (Feeling)		main		VznBK_Yv6YI	328	0	2018-04-07	2018-04-08 00:00:00	4455556	199145	988	2022-06-17 00:47:11	222	4	0	
2885	0	Only One		[M/V] UNB - ONLY ONE		main		XWpmShosogw	328	0	2018-04-11	2018-04-12 00:00:00	7217821	118501	1236	2022-06-17 14:30:06	207	4	0	
2886	0	Black Heart		[M/V] UNB- BLACK HEART (유앤비 - 블랙하트)		main		JF1HVN2RoCk	328	0	2018-06-28	2018-06-28 00:00:00	4023214	166385	973	2022-06-17 00:45:12	229	3	0	CN
2887	2806	My Pace		Stray Kids "My Pace" Performance Video		alternate		n2exCNzcxzE	288	0	2018-08-14	2018-08-14 00:00:00	10707069	454341	816	2022-06-17 02:16:42	11359	192	0	
2888	0	Voices	보이시스	Stray Kids "Voices" Performance Video		main		5HMOkfE3kno	288	0	2018-08-15	2018-08-15 00:00:00	33233036	1090707	3154	2022-06-17 07:48:03	7805	263	0	
2889	0	BDZ		TWICE「BDZ」Music Video		main	j	CMNahhgR_ss	208	0	2018-08-16	2018-08-16 00:00:00	69377221	1211063	42221	2022-06-17 06:32:46	13479	246	0	
2890	0	BAE		HYOLYN(효린) 'BAE' Official MV		main		Z2V4lymB6VU	88	0	2018-08-16	2018-08-16 00:00:00	2995341	113129	1089	2022-06-17 11:00:52	371	9	0	
2891	0	Green Apple		[MV] BerryGood(베리굿) _ Green Apple(풋사과)		main		-L0yllqbjk8	229	0	2018-08-16	2018-08-16 00:00:00	2453535	47000	1676	2022-06-17 10:32:05	148	2	0	
2892	14644	NaNaNa		임팩트[IMFACT] 나나나(懦那䛔) M/V		duplicate		fQj3jh90Q5s	325	0	2018-08-16	2018-08-16 00:00:00	243483	18616	30	2022-06-17 14:16:48	10	0	0	
2893	2883	Hann		[MV] (G)I-DLE((여자)아이들) _ HANN (Alone)(한(一))		duplicate		3K38Fc1SV5c	292	0	2018-08-14	2018-08-13 00:00:00	35486466	608157	16084	2022-06-16 17:31:06	337	4	0	
2894	0	Ddu-du Ddu-du		BLACKPINK - DDU-DU DDU-DU (JP Ver.) M/V		main	j	a1aV8IUgP8Q	31	0	2018-08-17	2018-08-16 00:00:00	13695138	926068	18630	2022-06-16 17:30:12	2179	58	0	
2895	2805	Power Up		Red Velvet 레드벨벳 'Power Up' Performance Ver.		alternate		EyLf7XuwpFw	165	0	2018-08-16	2018-08-17 00:00:00	11826070	397127	5771	2022-06-17 08:48:10	1159	23	0	
2896	0	Daybreak (Minhyun, JR)		[M/V] NU'EST(뉴이스트)-Daybreak (Minhyun\\u0026JR)		main		bBnWklKfYN0	151	0	2016-10-06	2016-10-06 00:00:00	4511861	133742	429	2022-06-17 00:47:38	310	4	0	
2897	0	M.I.A.	미아	Stray Kids "M.I.A." Performance Video		main		x9TZNpRCeqE	288	0	2018-08-19	2018-08-19 00:00:00	14897777	528946	1073	2022-06-17 12:47:08	3259	99	0	
2898	2795	Killing me		iKON - ‘죽겠다(KILLING ME)’ PERFORMANCE VIDEO		alternate		VyV_fjruIAY	95	0	2018-08-19	2018-08-20 00:00:00	3330225	276335	945	2022-06-17 00:32:55	151	6	0	DE,GB,GL,IE,IO,KP,SS,UM,VI
2899	0	Hi High	하이 하이	[MV] 이달의 소녀 (LOONA) "Hi High"		main		846cjX0ZTrk	316	0	2018-08-20	2018-08-20 00:00:00	36182188	604828	9623	2022-06-17 08:15:09	7793	199	0	
2900	4780	So Beautiful		UP10TION(업텐션) So Beautiful M/V		duplicate		4H8F-8rZB38	213	0	2018-08-20	2018-08-20 00:00:00	131185	9600	24	2022-06-16 18:32:57	8	0	0	
2901	0	Checkmate		MXM (BRANDNEWBOYS) - 'CHECKMATE' OFFICIAL M/V		main		xra9lkliXBk	320	0	2018-08-20	2018-08-20 00:00:00	522731	36996	107	2022-06-17 13:46:12	38	2	0	KR
2902	0	Take Me		다이아 DIA  '데리러 와(TAKE ME)' Music Video		main		UtResg5caW4	55	0	2018-08-20	2018-08-20 00:00:00	128064	6232	95	2022-06-16 18:30:11	14	0	0	
2903	2882	Ya Ya Ya		MXM (BRANDNEWBOYS) – 'YA YA YA’ Performance Ver.		alternate		jiHw8xyDK1U	320	0	2018-08-21	2018-08-22 00:00:00	81423	7048	24	2022-06-16 18:30:39	5	2	0	
2904	0	Question		Stray Kids "Question" Video (Street Ver.)		main		Ol7yvyeJTJI	288	0	2018-08-22	2018-08-22 00:00:00	10436023	519942	985	2022-06-17 13:01:10	7398	244	0	CA,KR,PR,TH,US
