id_artist	id_subgroup	startyear	endyear	roles
1647	17	2016	2021	VRDM
1648	16	2012	2021	VI
1648	17	2016	2021	VL
1648	248	2013	2016	VI
1649	16	2012	2019	VRI
1649	248	2013	2016	VRIM
1650	16	2012	2016	I
1650	248	2013	2016	IM
1651	19	2015	2022	LV
1651	1700	2012	2014	VD
1652	19	2015	2022	VR
1653	19	2015	2022	VR
1654	19	2015	2022	DRV
1655	19	2015	2022	RDV
1656	19	2015	2022	VM
1657	19	2015	2016	V
1657	295	2018	2018	V
1658	396	2018	2021	RD
1659	396	2018	2020	D
1660	396	2018	0	RDM
1661	396	2018	0	
1662	396	2018	0	RD
1663	396	2018	0	V
1664	396	2018	0	RL
1665	396	2018	0	D
1666	396	2018	0	R
1667	396	2018	0	V
1669	171	2015	0	V
1670	171	2015	0	RL
1671	171	2015	0	DM
1672	171	2015	0	R
1672	1675	2021	0	VR
1673	171	2015	0	R
1673	1675	2021	0	VR
1674	171	2015	0	V
1674	1449	2021	0	V
1676	275	2017	0	VI
1677	275	2017	0	I
1678	275	2017	0	IM
1679	1356	2000	0	I
1680	1356	1996	0	I
1681	1356	1996	0	I
1682	1356	2011	0	IM
1683	1074	2017	0	V
1684	96	2010	0	V
1684	376	2014	0	VD
1685	96	2010	0	VM
1686	22	2012	2019	RL
1688	66	2012	2018	V
1689	1473	2016	2017	V
1690	61	2011	2014	R
1690	64	2012	2016	RL
1691	61	2011	2015	RD
1691	64	2012	2016	RDM
1692	206	1995	0	RD
1693	206	2015	0	RM
1694	143	2015	0	VDL
1695	143	2015	0	V
1696	143	2015	0	VRD
1696	501	2019	0	
1697	113	2016	0	RD
1698	113	2016	0	V
1698	1700	2012	2014	VD
1698	19	2015	2015	VL
1699	113	2016	0	VDM
1701	1700	2012	2014	LV
1702	1700	2012	2014	VR
1703	1700	2012	2014	RVM
1704	290	2015	0	I
1705	189	2005	0	VRL
1705	749	2008	0	V
1705	1146	2007	0	V
1705	2993	2012	0	V
1706	189	2005	2019	V
1706	749	2008	2019	
1706	1146	2007	2019	V
1707	189	2005	2009	VD
1707	191	2008	2009	Vl
1708	189	2005	0	V
1708	191	2008	0	V
1709	189	2005	2009	VR
1710	292	2018	2021	D
1711	283	2017	0	LV
1712	283	2017	0	V
1713	283	2017	0	V
1714	283	2017	0	VD
1715	283	2017	0	DV
1716	283	2017	0	V
1717	283	2017	0	V
1718	283	2017	0	DV
1719	283	2017	0	DR
1720	283	2017	0	RD
1721	283	2017	0	RDM
1722	750	2019	0	LVI
1723	750	2019	0	I
1724	750	2019	0	IM
1725	467	2019	0	VL
1726	467	2019	0	RDl
1727	467	2019	0	VD
1728	467	2019	0	D
1729	467	2019	0	RV
1730	467	2019	0	DVRM
1731	57	2003	0	I
1732	57	2003	0	RIM
1733	174	2010	2017	VRD
1733	175	2011	2017	VRM
1736	1735	2018	0	IL
1737	1735	2018	0	V
1738	1735	2018	0	I
1739	1735	2018	0	IM
1740	126	2013	2020	VDL
1741	126	2013	2020	VRM
1742	66	2012	2018	LV
1743	66	2012	2018	DV
1744	66	2012	2018	V
1745	134	2014	2021	VR
1746	134	2014	2021	DVR
1747	134	2014	2021	DV
1747	2566	2021	0	V
1748	142	2010	2017	VRD
1749	640	2019	0	LDV
1750	640	2019	0	VR
1751	640	2019	0	DV
1752	640	2019	0	V
1753	768	2018	0	LRV
1754	768	2018	0	DV
1755	768	2018	0	V
1756	768	2018	0	VR
1757	768	2018	0	V
1758	768	2018	0	DVR
1759	768	2018	0	V
1760	768	2018	0	RD
1761	768	2018	0	DCM
1762	2566	2020	0	V
1763	1339	2014	2017	R
1764	1339	2014	2017	R
1765	1339	2014	2017	RM
1766	32	2011	0	V
1767	32	2011	0	VD
1767	474	2015	0	
1768	32	2011	0	V
1769	32	2011	0	DV
1769	474	2015	0	
1770	32	2011	0	RVM
1770	474	2015	0	
1771	1408	2021	0	LD
1771	337	2018	2021	VD
1772	1408	2021	0	DR
1773	1408	2021	0	R
1774	1408	2021	0	V
1774	337	2018	2021	DM
1775	1408	2021	0	V
1776	1408	2021	0	VM
1777	463	2018	0	LR
1778	463	2018	0	V
1779	463	2018	0	V
1780	463	2018	0	V
1781	463	2018	0	V
1782	463	2018	0	R
1783	463	2018	0	V
1784	463	2018	0	MV
1785	77	2010	2019	VRDM
1786	37	2006	0	VD
1787	60	2011	2020	RD
1788	60	2011	2020	V
1789	60	2011	2020	RDM
1790	219	2007	2015	VDl
1791	219	2007	2017	VRIM
1792	45	2015	2021	VDL
1793	76	2015	2021	VL
1794	76	2015	2021	VD
1795	1470	2022	0	VL
1795	76	2015	2021	V
1796	1470	2022	0	VM
1796	76	2015	2021	VM
1797	65	2009	2016	RDL
1798	65	2009	2016	VM
1798	2912	2014	2014	V
1799	229	2014	2019	VRD
1800	229	2015	2021	VD
1801	229	2015	2021	VR
1802	229	2015	2021	VR
1803	229	2014	2021	VM
1804	767	2013	0	
1805	767	2013	0	
1806	81	2016	2020	VRDL
1807	81	2016	2020	V
1808	81	2016	2020	V
1809	81	2016	2020	RD
1810	81	2016	2020	V
1811	81	2016	2018	VDm
1811	305	2017	2018	VDM
1812	152	2015	0	VL
1812	327	2018	0	VDL
1813	152	2015	2017	V
1814	152	2015	0	DM
1814	327	2018	0	VDM
1815	125	2014	2021	VRl
1816	125	2014	0	VRD
1816	295	2018	2018	VD
1817	125	2014	0	VRD
1818	125	2014	0	VRM
1819	125	2014	2017	RDm
1820	193	2009	2017	V
1820	2680	2013	2017	V
1821	193	2009	0	VL
1821	2680	2013	0	V
1822	239	2012	2018	VL
1823	239	2012	2018	VM
1824	239	2012	2018	R
1825	45	2015	2021	VD
1826	45	2015	2021	VRM
1827	718	2014	0	
1828	718	2014	0	
1829	718	2014	0	
1830	718	2014	0	
1831	905	2014	0	
1832	905	2014	0	
1833	905	2014	0	
1834	905	2014	0	
1835	603	2011	2017	
1836	603	2011	2017	
1837	603	2011	2017	
1838	603	2011	2017	
1839	36	2016	0	VL
1840	36	2011	2017	VRD
1841	36	2016	0	V
1842	218	2016	0	VD
1843	218	2016	0	VD
1844	218	2016	0	VR
1844	1025	2021	0	VM
1845	218	2016	0	VRD
1845	686	2020	0	VRDL
1846	218	2016	0	V
1846	1025	2021	0	V
1847	218	2016	0	VRL
1847	1025	2021	0	VR
1848	218	2016	0	VR
1848	686	2020	0	VR
1849	218	2016	0	V
1850	218	2016	0	VD
1851	218	2016	0	VM
1851	94	2016	2017	
1852	47	2012	2017	L
1853	47	2012	2017	VRD
1854	47	2012	2017	VR
1855	233	2016	2017	VL
1857	233	2016	2017	V
1858	233	2016	2017	VRM
1859	56	2014	0	VDL
1860	56	2014	0	VRD
1861	56	2014	0	V
1862	56	2014	0	VRD
1863	267	2016	0	VRL
1864	267	2016	2019	VR
1865	267	2016	0	VD
1866	267	2016	0	V
1867	267	2016	0	VRD
1868	267	2016	0	V
1869	267	2016	0	VDM
1870	177	2014	2021	VL
1871	177	2014	2021	V
1872	177	2014	2021	R
1873	177	2014	2021	VDL
1873	295	2018	2018	VD
1874	177	2014	2021	V
1875	177	2014	2021	RM
1876	23	2011	0	VDL
1877	23	2011	2018	R
1878	23	2011	0	VDM
1879	86	2017	0	
1879	26	2009	2016	VD
1880	86	2017	0	
1880	26	2009	2016	VRM
1881	96	2010	0	
1882	215	2012	0	VDL
1883	215	2012	2020	VR
1883	501	2019	0	
1884	5	2008	0	
1885	667	2014	0	
1886	667	2014	0	
1887	667	2014	0	
1888	667	2014	0	
1889	667	2014	0	
1890	87	2013	2017	
1891	34	2011	2019	VL
1891	1452	2021	0	VL
1892	34	2011	2019	V
1892	1452	2021	0	V
1893	34	2011	2019	VD
1893	1452	2021	0	VD
1894	34	2011	2019	RD
1894	1452	2021	0	RD
1895	48	2012	0	V
1896	48	2012	2017	VRD
1897	48	2012	0	VL
1898	48	2012	2018	V
1899	48	2012	2019	VRD
1900	48	2012	2019	Vm
1901	117	2014	2016	VRDM
1902	280	2016	0	
1903	742	2016	0	
1904	742	2016	0	
1905	742	2016	0	
1906	742	2016	0	
1907	742	2016	0	
1908	168	2009	2018	VM
1909	233	2016	2017	V
1910	316	2016	0	VRD
1911	316	2016	0	VRD
1912	316	2016	0	VRL
1913	56	2017	0	V
1914	56	2017	0	VRM
1915	156	2016	2019	VRDL
1915	94	2016	2017	
1915	297	2018	2019	VRDL
1916	535	2019	2020	
1917	535	2019	2020	
1918	535	2019	2020	
1919	156	2016	2019	VD
1919	94	2016	2017	
1919	297	2018	2019	VD
1920	156	2016	2019	VD
1921	156	2016	2019	V
1922	156	2016	2019	VRM
1923	83	2012	2019	VL
1924	83	2012	2019	V
1925	83	2012	2019	VRD
1926	83	2012	2019	V
1927	83	2012	2019	VRD
1928	55	2015	0	VD
1929	55	2015	0	VRDL
1930	55	2015	2018	RD
1931	55	2015	0	VR
1931	94	2016	2017	
1932	55	2015	0	VRDM
1933	714	2016	0	VRD
1933	148	2016	0	VRD
1933	150	2020	0	VRD
1934	714	2016	0	VRD
1934	148	2016	0	VRD
1934	150	2020	0	VD
1935	714	2017	0	VRD
1935	148	2016	0	VD
1935	150	2018	0	VRDl
1935	1016	2019	0	VRD
1936	714	2016	0	VD
1936	149	2016	0	V
1936	148	2016	0	VDM
1936	150	2019	0	VD
1937	714	2016	0	VD
1937	149	2016	0	VD
1937	150	2020	0	VD
1938	714	2016	0	VRD
1938	149	2016	0	VRD
1938	150	2020	0	RD
1939	714	2016	0	VRD
1939	149	2016	0	VRD
1939	150	2020	0	RD
1940	714	2016	0	V
1940	149	2016	0	V
1940	150	2020	0	V
1941	714	2016	0	VRDM
1941	149	2016	0	VRDM
1941	150	2020	0	VRDM
1942	210	2008	0	VL
1943	210	2008	0	V
1944	210	2008	2019	VR
1945	210	2008	0	VM
1946	140	2009	2017	VDL
1947	140	2009	2017	V
1948	140	2009	2017	VRM
1949	140	2009	2014	VD
1950	140	2009	2014	VRD
1951	202	2010	0	RL
1952	202	2010	0	V
1953	202	2010	2017	VR
1954	202	2010	0	V
1955	202	2010	0	VD
1956	202	2010	0	VDM
1957	224	2010	2017	V
1958	224	2010	2017	VL
1959	224	2010	2017	VR
1960	224	2010	2017	VR
1961	146	2011	0	VL
1962	146	2011	0	V
1963	146	2011	0	VRD
1964	146	2011	0	VR
1965	146	2011	0	VM
1966	94	2016	2017	
1967	271	2017	0	VD
1967	94	2016	2017	
1968	95	2015	0	VDL
1969	95	2015	0	V
1970	95	2015	0	V
1971	95	2015	0	VM
1972	1958	2010	0	
1973	54	2015	0	VIL
1974	54	2015	2016	VI
1975	46	2009	0	VRIM
1976	67	2007	2019	Il
1977	67	2007	0	VI
1978	67	2007	2019	VRI
1979	67	2007	0	VIM
1980	341	2015	0	
1981	341	2015	0	
1982	270	2016	0	
1983	270	2016	0	
1984	270	2016	0	
1985	270	2016	0	
1986	270	2016	0	
1987	270	2016	0	
1988	270	2016	0	
1989	229	2016	2021	VRD
1990	51	2011	2017	VRDL
1991	51	2011	2017	VR
1992	51	2011	2017	VD
1992	295	2018	2018	VRDL
1993	51	2011	2015	VD
1994	51	2011	2012	VRDl
1995	340	2015	2018	V
1996	340	2015	2018	VL
1997	162	2009	2016	VDL
1997	163	2014	2016	VDL
1998	162	2009	2016	RD
1998	163	2014	2016	RD
1999	162	2009	2016	V
1999	163	2014	2016	V
1999	164	2012	2016	VL
2000	162	2009	2016	VR
2001	162	2009	2016	V
2001	164	2012	2016	V
2002	162	2009	2016	VM
2002	163	2014	2016	VM
2002	164	2012	2016	VM
2003	322	2014	0	
2004	322	2014	0	
2005	322	2014	0	
2006	322	2014	0	
2007	322	2014	0	
2008	234	2012	2018	V
2009	184	2012	2017	V
2009	753	2012	2017	V
2010	295	2018	2018	V
2010	184	2012	2017	VD
2010	753	2012	2017	VD
2011	186	2011	2017	V
2012	186	2011	2018	VD
2013	186	2011	2018	V
2014	186	2011	2017	RDM
2015	209	2012	2017	V
2016	209	2012	2017	V
2017	209	2012	2017	RM
2018	1	2012	2021	
2019	1	2012	2021	
2020	2	2012	0	
2021	35	2013	2018	VL
2022	35	2013	2018	RD
2023	35	2013	2018	VDM
2024	151	2012	2022	VRDL
2024	302	2017	2022	VRDL
2025	151	2012	2022	V
2025	302	2017	2022	V
2026	151	2012	2022	VM
2026	302	2017	2022	VM
2027	395	2014	2021	
2028	395	2014	2021	
2029	395	2014	2021	
2030	487	2019	0	VRD
2030	265	2017	2019	RD
2031	487	2019	0	VDM
2031	265	2017	2019	VRD
2032	265	2017	2019	RM
2032	562	2019	2019	RM
2033	55	2017	0	V
2034	55	2017	2022	VRDm
2035	267	2016	2019	VRD
2036	464	2017	0	
2037	464	2017	0	
2038	464	2017	0	
2039	464	2017	0	
2040	464	2017	0	
2041	464	2017	0	
2042	332	2017	0	
2043	332	2017	0	
2044	332	2017	0	
2045	271	2017	0	VL
2046	271	2017	0	VR
2047	271	2017	0	VRD
2048	316	2016	0	VD
2049	316	2016	0	VRD
2050	252	2017	2021	VR
2050	2579	2022	0	VR
2051	252	2017	2021	VD
2051	2579	2022	0	VD
2052	252	2017	2021	VRM
2052	2579	2022	0	VRM
2053	913	2017	2019	
2054	913	2017	2019	
2055	913	2017	2019	
2056	862	2017	0	
2057	862	2017	0	
2058	862	2017	0	
2059	720	2017	0	VDL
2060	720	2017	0	VD
2061	720	2017	0	VM
2061	1392	2021	0	VD
2062	720	2017	2017	VRDm
2063	319	2017	0	
2064	319	2017	0	
2065	319	2017	0	
2066	319	2017	0	
2067	319	2017	0	
2068	319	2017	0	
2069	319	2017	0	
2070	319	2017	0	
2071	213	2015	0	VDL
2072	213	2015	0	VR
2073	213	2015	0	V
2074	213	2015	0	RD
2075	213	2015	0	V
2076	213	2015	0	VD
2077	213	2015	0	VDM
2078	745	2020	0	V
2079	745	2020	0	VD
2080	593	2020	0	VL
2081	593	2020	0	V
2082	291	2016	0	VL
2083	291	2016	2020	RM
2084	843	2020	0	
2085	769	2017	0	
2086	769	2017	0	
2087	769	2017	0	
2088	769	2017	0	
2089	769	2017	0	
2090	769	2017	0	
2091	824	2013	0	
2092	824	2013	0	
2093	824	2013	0	
2094	824	2013	0	
2095	414	2018	0	VRM
2095	274	2017	2018	R
2096	824	2013	0	
2097	824	2013	0	
2098	824	2013	0	
2099	824	2013	0	
2100	824	2013	0	
2101	824	2013	0	
2102	824	2013	0	
2103	824	2013	0	
2104	274	2017	2018	VD
2104	414	2018	0	VD
2105	274	2017	2018	V
2106	272	2017	2018	
2107	272	2017	2018	
2108	893	2019	2021	
2109	272	2017	2018	
2110	1958	2010	0	
2111	679	2020	2021	
2112	740	2018	2020	
2113	679	2020	2021	
2114	740	2018	2020	
2115	679	2020	2021	
2116	316	2016	0	VRD
2117	316	2016	0	VR
2118	316	2016	0	VRD
2119	279	2018	0	VRDL
2120	279	2018	0	V
2121	279	2018	0	VD
2122	279	2018	0	VR
2123	279	2018	0	VRD
2124	279	2018	0	VM
2125	246	2015	0	V
2126	246	2015	0	VRL
2127	246	2015	0	VD
2128	246	2015	0	VRM
2129	564	2018	0	VDL
2129	565	2019	0	VML
2130	564	2018	0	V
2131	564	2018	0	RD
2131	565	2019	0	RD
2132	564	2018	2020	RD
2133	826	2016	0	
2134	826	2016	0	
2135	826	2016	0	
2136	826	2016	0	
2137	709	2020	0	
2138	509	2016	0	
2139	509	2016	0	
2140	509	2016	0	
2141	509	2016	0	
2142	286	2018	2018	VDm
2143	286	2018	0	V
2144	714	2018	0	VD
2144	148	2016	0	VD
2144	150	2018	0	VD
2145	714	2018	0	VR
2145	150	2018	0	R
2145	1016	2019	0	RD
2145	526	2019	0	R
2146	283	2017	0	
2147	288	2017	0	VRDL
2148	288	2017	0	VRD
2149	288	2017	0	VR
2150	288	2017	0	VR
2151	288	2017	0	VRD
2152	288	2017	0	VM
2153	316	2016	0	VRD
2154	295	2018	2018	V
2155	740	2018	2020	
2156	740	2018	2020	
2157	245	2015	0	VRD
2158	245	2015	0	VD
2159	245	2015	0	V
2160	245	2015	0	V
2161	513	2017	0	
2162	513	2017	0	
2163	586	2019	0	
2164	586	2019	0	
2165	586	2019	0	
2166	586	2019	0	
2167	586	2019	0	
2168	454	2019	0	VR
2169	454	2019	0	V
2170	454	2019	0	VR
2171	454	2019	0	V
2172	454	2019	0	VD
2173	330	2018	0	VRD
2174	330	2018	0	VRD
2175	330	2018	0	VL
2176	330	2018	0	VR
2177	330	2018	0	VRD
2178	330	2018	0	VD
2179	380	2018	0	
2180	380	2018	0	
2181	380	2018	0	
2182	380	2018	0	
2183	380	2018	0	
2184	380	2018	0	
2185	380	2018	0	
2186	380	2018	0	
2187	337	2018	2021	V
2188	337	2018	2021	RD
2189	459	2018	0	
2190	459	2018	0	
2191	459	2018	0	
2192	459	2018	0	
2193	459	2018	0	
2194	459	2018	0	
2195	455	2019	0	
2196	852	2020	0	
2197	455	2019	0	
2198	455	2019	0	
2199	455	2019	0	
2200	455	2019	0	
2201	667	2014	0	
2202	293	2015	0	VL
2203	293	2015	0	VD
2204	293	2015	0	VRD
2205	293	2015	0	R
2206	600	2019	0	
2207	600	2019	0	
2208	600	2019	0	
2209	600	2019	0	
2210	460	2019	0	V
2211	460	2019	0	VR
2212	460	2019	0	D
2213	465	2019	0	L
2214	465	2019	0	
2215	465	2019	0	
2216	465	2019	0	
2217	465	2019	0	M
2218	685	2020	0	
2219	685	2020	0	
2220	1163	2021	0	
2221	478	2019	2020	
2222	478	2019	2020	
2223	875	2021	0	
2224	553	2018	0	VDL
2225	553	2018	0	VRD
2226	553	2018	0	V
2227	553	2018	0	VRM
2228	553	2018	2019	VRD
2229	553	2018	2019	VRm
2230	457	2017	0	VRD
2231	457	2017	0	V
2232	457	2017	0	VM
2233	740	2018	2020	
2234	567	2019	0	
2235	567	2019	0	
2236	1164	2021	0	
2237	1164	2021	0	
2238	567	2019	0	
2239	315	2016	0	
2240	315	2016	0	
2241	315	2016	0	
2242	315	2016	0	
2243	418	2017	2019	
2244	418	2017	2019	
2245	418	2017	2019	
2246	418	2017	2019	
2247	418	2017	2019	
2248	418	2017	2019	
2249	418	2017	2019	
2250	418	2017	2019	
2251	418	2017	2019	
2252	418	2017	2019	
2253	418	2017	2019	
2254	418	2017	2019	
2255	418	2017	2019	
2256	560	2019	0	
2257	560	2019	0	
2258	560	2019	0	
2259	560	2019	0	
2260	610	2020	0	
2261	610	2020	0	
2262	1958	2010	0	
2263	610	2020	0	
2264	610	2020	0	
2265	610	2020	0	
2266	610	2020	0	
2267	610	2020	0	
2268	385	2017	0	
2269	385	2017	0	
2270	762	2018	2020	
2271	1164	2021	0	
2272	762	2018	2020	
2273	762	2018	2020	
2274	827	2017	0	
2275	827	2017	0	
2276	827	2017	0	
2277	482	2019	0	VRL
2278	482	2019	0	V
2279	482	2019	0	VD
2280	482	2019	0	VRDM
2281	582	2019	2021	
2282	582	2019	2021	
2283	582	2019	2021	
2284	869	2019	0	
2285	869	2019	0	
2286	869	2019	0	
2287	869	2019	0	
2288	869	2019	0	
2289	869	2019	0	
2290	514	2019	0	LR
2291	514	2019	0	
2292	487	2019	0	VD
2293	313	2016	0	R
2294	313	2016	0	
2295	313	2016	0	
2296	323	2017	0	VRD
2297	323	2017	0	V
2298	323	2017	0	V
2299	323	2017	0	VRD
2300	323	2017	0	VML
2301	323	2017	2019	Rm
2302	915	2019	0	
2303	915	2019	0	
2304	915	2019	0	
2305	915	2019	0	
2306	1186	2019	0	L
2307	1186	2019	0	
2308	1186	2019	0	
2309	212	2014	0	VRL
2310	212	2014	0	VL
2311	212	2014	0	V
2312	212	2014	0	VRDM
2313	877	2021	0	
2314	616	2020	0	
2315	709	2020	0	
2316	517	2019	0	
2317	517	2019	0	
2318	517	2019	0	
2319	664	2019	2022	
2320	664	2019	0	
2321	664	2019	0	
2322	664	2019	0	
2323	664	2019	0	
2324	1164	2021	0	
2325	893	2019	2021	
2326	893	2019	2021	
2327	524	2018	0	
2328	524	2018	0	
2329	524	2018	0	
2330	524	2018	0	
2331	524	2018	0	
2332	573	2019	0	
2333	573	2019	0	
2334	866	2021	0	
2335	620	2019	0	
2336	620	2019	0	
2337	380	2018	0	
2338	721	2019	0	
2339	721	2019	0	
2340	525	2019	0	V
2341	525	2019	0	VRDM
2342	538	2019	0	
2343	538	2019	0	
2344	538	2019	0	
2345	538	2019	0	
2346	538	2019	0	
2347	593	2020	0	VR
2348	535	2019	2020	
2349	602	2019	2021	
2350	1098	2020	0	
2351	1098	2020	0	
2352	1098	2020	0	
2353	1098	2020	0	
2354	1098	2020	0	
2355	537	2019	0	
2356	537	2019	0	
2357	537	2019	0	
2358	537	2019	0	
2359	537	2019	0	
2360	537	2019	0	
2361	552	2020	0	
2362	552	2020	0	
2363	552	2020	0	
2364	552	2020	0	
2365	604	2020	0	
2366	604	2020	0	
2367	604	2020	0	
2368	683	2020	0	
2369	1958	2010	0	
2370	616	2020	0	
2371	616	2020	0	
2372	616	2020	0	
2373	616	2020	0	
2374	616	2020	0	
2375	615	2020	2021	
2376	615	2020	2021	
2377	615	2020	2021	
2378	615	2020	2021	
2379	615	2020	2021	
2380	615	2020	2021	
2381	615	2020	2021	
2382	870	2018	0	
2383	630	2020	0	V
2384	630	2020	0	V
2385	630	2020	2020	Rm
2386	629	2020	0	VL
2387	629	2020	0	VD
2388	629	2020	0	VD
2389	629	2020	2022	Vm
2390	643	2020	0	VD
2391	643	2020	0	VD
2392	643	2020	0	R
2393	643	2020	0	V
2394	643	2020	0	RM
2395	685	2020	0	
2396	703	2020	0	
2397	703	2020	0	
2398	703	2020	0	
2399	703	2020	0	
2400	703	2020	0	
2401	703	2020	0	
2402	703	2020	0	
2403	503	2018	0	
2404	1282	2020	0	
2405	1282	2020	0	
2406	610	2020	0	
2407	694	2020	0	
2408	694	2020	0	
2409	694	2020	0	
2410	694	2020	0	
2411	1958	2010	0	
2412	683	2020	0	
2413	683	2020	0	
2414	683	2020	0	
2415	683	2020	0	
2416	695	2020	0	
2417	695	2020	0	
2418	695	2020	0	
2419	695	2020	0	
2420	695	2020	0	
2421	713	2020	0	
2422	713	2020	0	
2423	713	2020	0	
2424	713	2020	0	
2425	713	2020	0	
2426	695	2020	0	
2427	594	2020	0	
2428	594	2020	0	
2429	594	2020	0	
2430	594	2020	0	
2431	594	2020	0	
2432	594	2020	0	
2433	594	2020	0	
2434	766	2020	0	
2435	678	2020	0	
2436	678	2020	0	
2437	678	2020	0	
2438	678	2020	0	
2439	678	2020	0	
2440	674	2020	0	
2441	674	2020	0	
2442	684	2020	2021	
2443	684	2020	2021	
2444	684	2020	2021	
2445	684	2020	2021	
2446	707	2020	0	VRDL
2446	1451	2022	0	VR
2447	707	2020	0	VD
2447	1451	2022	0	VM
2448	707	2020	0	VM
2449	708	2020	0	
2450	708	2020	0	
2451	708	2020	0	
2452	704	2020	0	V
2453	704	2020	0	V
2454	709	2020	0	
2455	709	2020	0	
2456	709	2020	0	
2457	709	2020	0	
2458	714	2020	0	RD
2458	150	2020	0	VRD
2459	714	2020	0	R
2459	150	2020	0	R
2460	842	2020	0	VDL
2461	842	2020	0	V
2462	842	2020	0	VD
2463	842	2020	0	VRD
2464	842	2020	0	VDM
2465	693	2020	0	
2466	693	2020	0	
2467	693	2020	0	
2468	693	2020	0	
2469	852	2020	0	
2470	852	2020	0	
2471	843	2020	0	
2472	843	2020	0	
2473	843	2020	0	
2474	173	1998	0	VRD
2475	173	1998	0	RM
2476	1130	2021	0	
2477	1130	2021	0	
2478	866	2021	0	
2479	866	2021	0	
2480	866	2021	0	
2481	866	2021	0	
2482	875	2021	0	
2483	875	2021	0	
2484	877	2021	0	
2485	877	2021	0	
2486	877	2021	0	
2487	877	2021	0	
2488	920	2021	0	
2489	920	2021	0	
2490	920	2021	0	
2491	920	2021	0	
2492	920	2021	0	
2493	988	2021	2022	VRD
2494	988	2021	2022	VRD
2495	988	2021	2022	VR
2496	988	2021	2022	V
2497	988	2021	2022	RDM
2498	524	2018	0	
2499	524	2018	0	
2500	973	2012	2015	
2501	973	2012	2015	
2502	1164	2021	0	
2503	1163	2021	0	
2504	1163	2021	0	
2505	1308	2021	0	DL
2506	1308	2021	0	RD
2507	1308	2021	0	D
2508	1290	2019	0	
2509	1290	2019	0	
2510	1377	2021	0	
2511	1377	2021	0	
2512	1377	2021	0	
2513	1391	2021	0	VR
2514	1391	2021	0	V
2515	1391	2021	0	VD
2516	1391	2021	0	VM
2517	1123	2021	0	
2518	1123	2021	0	
2519	1123	2021	0	
2520	1123	2021	0	
2521	1123	2021	0	
2522	1123	2021	0	
2523	1123	2021	0	
2524	1123	2021	0	
2525	692	2020	0	
2525	243	2019	2020	VDL
2525	186	2017	2018	VM
2526	692	2020	0	
2527	692	2020	0	
2528	1279	2021	0	
2529	1279	2021	0	
2530	1279	2021	0	
2531	1279	2021	0	
2532	1279	2021	0	
2533	1494	2022	0	
2534	1494	2022	0	
2535	1434	2021	0	L
2536	1434	2021	0	
2537	1434	2021	0	
2538	1434	2021	0	
2539	1434	2021	0	
2540	1454	2022	0	
2541	1454	2022	0	
2542	1454	2022	0	
2543	1507	2022	0	
2544	1507	2022	0	
2545	1507	2022	0	
2546	1507	2022	0	
2547	1687	2022	0	V
2548	1687	2022	0	V
2549	1687	2022	0	VL
2550	1687	2022	0	RM
2551	1494	2022	0	
2552	1494	2022	0	
2553	23	2011	2018	Vl
2554	30	2012	2019	LVRD
2555	30	2012	2019	V
2556	30	2012	2019	VR
2557	30	2012	2019	VRM
2558	30	2012	2019	RD
2559	31	2016	0	VL
2561	2560	2012	0	
2562	756	2020	0	VM
2563	756	2020	0	V
2564	1762	2003	0	VI
2565	1762	2003	0	VI
2567	2566	2020	0	V
2568	2566	2020	0	V
2569	2566	2020	0	V
2570	2566	2020	2020	V
2571	34	2011	2019	RDM
2571	1452	2021	0	RDM
2572	36	2016	0	RDV
2573	36	2016	0	VDRM
2574	36	2011	2016	VDl
2575	36	2011	2016	DV
2576	36	2011	2016	V
2577	36	2011	2017	RDVm
2578	36	2011	2018	Vm
2580	2579	2022	0	VR
2580	252	2017	2021	VR
2581	2579	2022	0	VRDL
2582	252	2017	2021	VD
2582	2579	2022	0	VD
2586	632	2011	2017	RL
2592	35	2013	2018	RD
2593	35	2013	2018	V
2594	632	2011	2017	VR
2596	288	2017	0	VRD
2597	288	2017	0	V
2598	704	2020	0	LVR
2599	704	2020	0	V
2600	704	2020	0	V
2601	704	2020	0	MVR
2602	51	2011	2015	R
2603	460	2019	0	VDL
2604	460	2019	0	VRDM
2605	279	2018	0	VD
2606	279	2018	0	VRD
2607	279	2018	0	V
2608	77	2010	2019	LV
2609	77	2010	2019	RDV
2610	77	2010	2010	VR
2611	77	2010	2010	V
2612	77	2010	2012	DR
2614	147	2014	2014	VL
2615	26	2009	0	
2615	205	2011	2014	VD
2616	45	2015	2021	R
2617	45	2015	2021	VRD
2617	1434	2021	0	L
2620	2619	2006	0	RM
2621	2619	2006	0	RL
2622	47	2012	2017	VM
2623	47	2012	2017	V
2624	81	2016	2020	VRDM
2624	309	2018	2020	VRDM
2624	305	2017	2018	VRDL
2624	94	2016	2017	
2625	81	2016	2020	VR
2625	309	2018	2020	VRL
2626	83	2012	2019	VM
2627	94	2016	2017	
2628	125	2014	0	VL
2629	152	2015	0	RD
2630	152	2015	0	VD
2631	152	2015	0	V
2631	327	2018	0	V
2632	156	2016	2019	V
2632	297	2018	2019	V
2633	156	2016	2019	V
2634	156	2016	2019	V
2634	297	2018	2019	V
2635	156	2016	2019	RDV
2635	297	2018	2019	VR
2635	535	2019	2020	VR
2636	156	2016	2019	VDR
2637	1687	2022	0	VD
2638	1687	2022	0	V
2639	988	2021	2022	VRD
2640	988	2021	2022	VL
2641	55	2015	2019	VR
